onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
6000	1	beat05	663	1989	663	1989	663	triangle
16047	2	beat03	561	1683	561	1683	561	triangle
25176	3	beat04	612	1836	612	1836	612	circle
34764	4	beat01	459	1377	459	1377	459	triangle
42975	5	interval04	612	1887	612	1785	612	circle
52563	6	beat02	510	1530	510	1530	510	circle
61233	7	beat05	663	1989	663	1989	663	circle
71280	8	interval03	561	1717	561	1649	561	triangle
80409	9	beat03	561	1683	561	1683	561	circle
89538	10	interval04	612	1887	612	1785	612	triangle
99126	11	interval02	510	1377	510	1683	510	circle
107796	12	interval01	459	1734	459	1020	459	triangle
116007	13	interval05	663	1700	663	2278	663	triangle
126054	14	beat04	612	1836	612	1836	612	triangle
135642	-	baseline	-	-	-	-	-	-
141642	15	interval05	663	1700	663	2278	663	circle
151689	16	beat02	510	1530	510	1530	510	circle
160359	17	beat03	561	1683	561	1683	561	triangle
169488	18	interval03	561	1717	561	1649	561	circle
178617	-	baseline	-	-	-	-	-	-
184617	19	interval01	459	1734	459	1020	459	circle
192828	20	beat04	612	1836	612	1836	612	circle
202416	21	interval02	510	1377	510	1683	510	circle
211086	22	interval04	612	1887	612	1785	612	circle
220674	-	baseline	-	-	-	-	-	-
226674	23	beat05	663	1989	663	1989	663	circle
236721	24	interval02	510	1377	510	1683	510	triangle
245391	25	beat01	459	1377	459	1377	459	triangle
253602	-	baseline	-	-	-	-	-	-
259602	26	interval01	459	1734	459	1020	459	triangle
267813	27	beat01	459	1377	459	1377	459	circle
276024	28	interval03	561	1717	561	1649	561	triangle
285153	-	baseline	-	-	-	-	-	-
291153	29	beat02	510	1530	510	1530	510	triangle
299823	30	interval05	663	1700	663	2278	663	circle
