onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
6000	1	interval04	612	1887	612	1785	612	circle
15588	2	beat02	510	1530	510	1530	510	triangle
24258	3	interval01	459	1734	459	1020	459	circle
32469	4	interval02	510	1377	510	1683	510	triangle
41139	5	beat01	459	1377	459	1377	459	circle
49350	6	beat03	561	1683	561	1683	561	triangle
58479	7	interval05	663	1700	663	2278	663	circle
68526	8	beat05	663	1989	663	1989	663	circle
78573	9	interval02	510	1377	510	1683	510	circle
87243	10	interval02	510	1377	510	1683	510	triangle
95913	-	baseline	-	-	-	-	-	-
101913	11	interval01	459	1734	459	1020	459	triangle
110124	12	beat03	561	1683	561	1683	561	circle
119253	13	beat05	663	1989	663	1989	663	triangle
129300	14	beat01	459	1377	459	1377	459	triangle
137511	15	interval05	663	1700	663	2278	663	triangle
147558	16	beat03	561	1683	561	1683	561	circle
156687	17	interval04	612	1887	612	1785	612	triangle
166275	-	baseline	-	-	-	-	-	-
172275	18	beat05	663	1989	663	1989	663	triangle
182322	19	interval05	663	1700	663	2278	663	triangle
192369	-	baseline	-	-	-	-	-	-
198369	20	beat04	612	1836	612	1836	612	triangle
207957	21	interval04	612	1887	612	1785	612	triangle
217545	22	interval03	561	1717	561	1649	561	circle
226674	-	baseline	-	-	-	-	-	-
232674	23	interval03	561	1717	561	1649	561	triangle
241803	24	beat04	612	1836	612	1836	612	circle
251391	-	baseline	-	-	-	-	-	-
257391	25	beat04	612	1836	612	1836	612	triangle
266979	26	beat02	510	1530	510	1530	510	triangle
275649	27	beat02	510	1530	510	1530	510	circle
284319	28	interval03	561	1717	561	1649	561	circle
293448	29	beat01	459	1377	459	1377	459	circle
301659	30	interval01	459	1734	459	1020	459	circle
