onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
6000	1	interval02	510	1377	510	1683	510	triangle
14670	2	interval03	561	1717	561	1649	561	triangle
23799	-	baseline	-	-	-	-	-	-
29799	3	beat01	459	1377	459	1377	459	circle
38010	4	beat05	663	1989	663	1989	663	circle
48057	5	interval04	612	1887	612	1785	612	circle
57645	6	interval01	459	1734	459	1020	459	circle
65856	7	beat05	663	1989	663	1989	663	triangle
75903	8	beat04	612	1836	612	1836	612	triangle
85491	9	beat02	510	1530	510	1530	510	triangle
94161	-	baseline	-	-	-	-	-	-
100161	10	interval04	612	1887	612	1785	612	triangle
109749	11	interval05	663	1700	663	2278	663	circle
119796	12	interval05	663	1700	663	2278	663	triangle
129843	13	beat02	510	1530	510	1530	510	circle
138513	14	beat04	612	1836	612	1836	612	triangle
148101	15	interval02	510	1377	510	1683	510	triangle
156771	16	interval02	510	1377	510	1683	510	circle
165441	-	baseline	-	-	-	-	-	-
171441	17	interval01	459	1734	459	1020	459	circle
179652	18	interval04	612	1887	612	1785	612	triangle
189240	-	baseline	-	-	-	-	-	-
195240	19	interval01	459	1734	459	1020	459	circle
203451	20	interval03	561	1717	561	1649	561	circle
212580	21	beat03	561	1683	561	1683	561	circle
221709	22	beat03	561	1683	561	1683	561	triangle
230838	23	beat01	459	1377	459	1377	459	circle
239049	24	interval05	663	1700	663	2278	663	triangle
249096	-	baseline	-	-	-	-	-	-
255096	25	interval03	561	1717	561	1649	561	triangle
264225	26	beat04	612	1836	612	1836	612	circle
273813	27	beat05	663	1989	663	1989	663	triangle
283860	28	beat01	459	1377	459	1377	459	circle
292071	29	beat03	561	1683	561	1683	561	triangle
301200	30	beat02	510	1530	510	1530	510	triangle
