onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat03	561	1683	561	1683	561	circle
11641	2	interval01	459	1904	459	850	459	triangle
19356	3	beat02	510	1530	510	1530	510	circle
27530	4	beat05	663	1989	663	1989	663	triangle
37081	5	interval04	612	1683	612	1989	612	circle
46173	6	beat01	459	1377	459	1377	459	triangle
53888	7	beat01	459	1377	459	1377	459	circle
61603	8	interval02	510	1377	510	1683	510	triangle
69777	-	baseline	-	-	-	-	-	-
75777	9	beat02	510	1530	510	1530	510	triangle
83951	10	beat05	663	1989	663	1989	663	circle
93502	-	baseline	-	-	-	-	-	-
99502	11	beat01	459	1377	459	1377	459	triangle
107217	12	interval03	561	1938	561	1428	561	circle
115850	13	interval02	510	1377	510	1683	510	circle
124024	14	interval01	459	1904	459	850	459	triangle
131739	15	interval04	612	1683	612	1989	612	triangle
140831	-	baseline	-	-	-	-	-	-
146831	16	interval03	561	1938	561	1428	561	triangle
155464	17	interval05	663	1513	663	2465	663	triangle
165015	-	baseline	-	-	-	-	-	-
171015	18	beat02	510	1530	510	1530	510	triangle
179189	19	beat05	663	1989	663	1989	663	triangle
188740	20	beat04	612	1836	612	1836	612	circle
197832	21	interval03	561	1938	561	1428	561	circle
206465	22	interval05	663	1513	663	2465	663	triangle
216016	23	beat04	612	1836	612	1836	612	circle
225108	-	baseline	-	-	-	-	-	-
231108	24	interval05	663	1513	663	2465	663	circle
240659	25	interval04	612	1683	612	1989	612	circle
249751	26	interval02	510	1377	510	1683	510	triangle
257925	27	beat04	612	1836	612	1836	612	triangle
267017	28	beat03	561	1683	561	1683	561	circle
275650	29	beat03	561	1683	561	1683	561	triangle
284283	30	interval01	459	1904	459	850	459	circle
