onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat02	510	1530	510	1530	510	circle
11182	-	baseline	-	-	-	-	-	-
17182	2	beat01	459	1377	459	1377	459	circle
24897	3	beat03	561	1683	561	1683	561	circle
33530	4	interval05	663	1513	663	2465	663	circle
43081	-	baseline	-	-	-	-	-	-
49081	5	interval03	561	1938	561	1428	561	circle
57714	6	beat04	612	1836	612	1836	612	circle
66806	7	beat05	663	1989	663	1989	663	circle
76357	-	baseline	-	-	-	-	-	-
82357	8	beat04	612	1836	612	1836	612	triangle
91449	9	interval02	510	1377	510	1683	510	circle
99623	10	interval03	561	1938	561	1428	561	triangle
108256	11	beat02	510	1530	510	1530	510	circle
116430	12	beat05	663	1989	663	1989	663	circle
125981	13	beat04	612	1836	612	1836	612	triangle
135073	14	interval04	612	1683	612	1989	612	triangle
144165	-	baseline	-	-	-	-	-	-
150165	15	beat01	459	1377	459	1377	459	triangle
157880	16	beat05	663	1989	663	1989	663	triangle
167431	17	interval01	459	1904	459	850	459	circle
175146	18	interval03	561	1938	561	1428	561	triangle
183779	19	beat03	561	1683	561	1683	561	triangle
192412	20	interval04	612	1683	612	1989	612	circle
201504	21	beat02	510	1530	510	1530	510	triangle
209678	-	baseline	-	-	-	-	-	-
215678	22	interval05	663	1513	663	2465	663	circle
225229	23	interval02	510	1377	510	1683	510	circle
233403	24	interval01	459	1904	459	850	459	triangle
241118	25	interval05	663	1513	663	2465	663	triangle
250669	26	interval02	510	1377	510	1683	510	triangle
258843	27	interval01	459	1904	459	850	459	circle
266558	28	beat03	561	1683	561	1683	561	triangle
275191	29	beat01	459	1377	459	1377	459	circle
282906	30	interval04	612	1683	612	1989	612	triangle
