onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat04	612	1836	612	1836	612	triangle
12100	2	beat01	459	1377	459	1377	459	circle
19815	3	interval04	612	1683	612	1989	612	triangle
28907	4	interval03	561	1938	561	1428	561	triangle
37540	5	interval02	510	1377	510	1683	510	triangle
45714	-	baseline	-	-	-	-	-	-
51714	6	beat05	663	1989	663	1989	663	circle
61265	7	interval01	459	1904	459	850	459	triangle
68980	8	beat03	561	1683	561	1683	561	circle
77613	-	baseline	-	-	-	-	-	-
83613	9	interval04	612	1683	612	1989	612	circle
92705	10	beat05	663	1989	663	1989	663	triangle
102256	11	beat01	459	1377	459	1377	459	triangle
109971	12	interval05	663	1513	663	2465	663	triangle
119522	13	interval01	459	1904	459	850	459	triangle
127237	14	beat03	561	1683	561	1683	561	circle
135870	15	beat04	612	1836	612	1836	612	circle
144962	-	baseline	-	-	-	-	-	-
150962	16	interval02	510	1377	510	1683	510	circle
159136	17	beat05	663	1989	663	1989	663	triangle
168687	18	interval02	510	1377	510	1683	510	triangle
176861	19	beat02	510	1530	510	1530	510	triangle
185035	20	beat01	459	1377	459	1377	459	triangle
192750	21	interval03	561	1938	561	1428	561	circle
201383	22	interval05	663	1513	663	2465	663	circle
210934	23	interval04	612	1683	612	1989	612	circle
220026	24	beat02	510	1530	510	1530	510	circle
228200	-	baseline	-	-	-	-	-	-
234200	25	interval01	459	1904	459	850	459	circle
241915	26	beat03	561	1683	561	1683	561	triangle
250548	27	interval03	561	1938	561	1428	561	circle
259181	-	baseline	-	-	-	-	-	-
265181	28	interval05	663	1513	663	2465	663	triangle
274732	29	beat04	612	1836	612	1836	612	circle
283824	30	beat02	510	1530	510	1530	510	triangle
