onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	interval05	663	1853	663	2125
11896	2	interval04	612	1377	612	2295
20376	3	interval03	561	1853	561	1513
28448	4	interval05	663	1853	663	2125
37336	5	interval01	459	1513	459	1241
44592	-	baseline	-	-	-	-
50592	6	beat04	612	1836	612	1836
59072	7	interval04	612	1377	612	2295
67552	8	beat05	663	1989	663	1989
76440	9	beat03	561	1683	561	1683
84512	10	beat02	510	1530	510	1530
92176	-	baseline	-	-	-	-
98176	11	beat05	663	1989	663	1989
107064	12	beat01	459	1377	459	1377
114320	13	beat04	612	1836	612	1836
122800	-	baseline	-	-	-	-
128800	14	interval04	612	1377	612	2295
137280	15	interval02	510	1819	510	1241
144944	16	interval01	459	1513	459	1241
152200	17	beat01	459	1377	459	1377
159456	18	beat05	663	1989	663	1989
168344	19	interval05	663	1853	663	2125
177232	20	beat01	459	1377	459	1377
184488	21	beat03	561	1683	561	1683
192560	22	beat02	510	1530	510	1530
200224	23	interval02	510	1819	510	1241
207888	-	baseline	-	-	-	-
213888	24	interval01	459	1513	459	1241
221144	25	interval02	510	1819	510	1241
228808	26	beat03	561	1683	561	1683
236880	27	beat04	612	1836	612	1836
245360	28	beat02	510	1530	510	1530
253024	-	baseline	-	-	-	-
259024	29	interval03	561	1853	561	1513
267096	30	interval03	561	1853	561	1513
