onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat03	561	1683	561	1683	561	circle
11641	2	beat05	663	1989	663	1989	663	circle
21192	3	interval03	561	1938	561	1428	561	triangle
29825	4	interval02	510	1377	510	1683	510	circle
37999	5	interval04	612	1683	612	1989	612	circle
47091	6	beat01	459	1377	459	1377	459	triangle
54806	-	baseline	-	-	-	-	-	-
60806	7	interval03	561	1938	561	1428	561	circle
69439	8	beat05	663	1989	663	1989	663	triangle
78990	-	baseline	-	-	-	-	-	-
84990	9	interval01	459	1904	459	850	459	circle
92705	10	beat05	663	1989	663	1989	663	triangle
102256	11	interval01	459	1904	459	850	459	triangle
109971	12	interval02	510	1377	510	1683	510	triangle
118145	13	beat04	612	1836	612	1836	612	circle
127237	14	beat02	510	1530	510	1530	510	triangle
135411	15	interval05	663	1513	663	2465	663	triangle
144962	16	beat03	561	1683	561	1683	561	circle
153595	17	beat03	561	1683	561	1683	561	triangle
162228	18	interval02	510	1377	510	1683	510	triangle
170402	19	beat04	612	1836	612	1836	612	circle
179494	20	beat02	510	1530	510	1530	510	circle
187668	21	interval05	663	1513	663	2465	663	circle
197219	-	baseline	-	-	-	-	-	-
203219	22	interval01	459	1904	459	850	459	triangle
210934	23	beat01	459	1377	459	1377	459	circle
218649	24	beat01	459	1377	459	1377	459	triangle
226364	25	interval03	561	1938	561	1428	561	circle
234997	-	baseline	-	-	-	-	-	-
240997	26	beat02	510	1530	510	1530	510	triangle
249171	27	beat04	612	1836	612	1836	612	triangle
258263	28	interval05	663	1513	663	2465	663	triangle
267814	-	baseline	-	-	-	-	-	-
273814	29	interval04	612	1683	612	1989	612	circle
282906	30	interval04	612	1683	612	1989	612	triangle
