onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	interval02	510	1377	510	1683	510	triangle
11182	-	baseline	-	-	-	-	-	-
17182	2	beat03	561	1683	561	1683	561	circle
25815	3	beat01	459	1377	459	1377	459	triangle
33530	4	beat03	561	1683	561	1683	561	triangle
42163	5	interval02	510	1377	510	1683	510	circle
50337	-	baseline	-	-	-	-	-	-
56337	6	beat02	510	1530	510	1530	510	circle
64511	7	interval02	510	1377	510	1683	510	circle
72685	8	interval05	663	1513	663	2465	663	circle
82236	9	interval01	459	1904	459	850	459	circle
89951	-	baseline	-	-	-	-	-	-
95951	10	beat02	510	1530	510	1530	510	circle
104125	11	interval01	459	1904	459	850	459	triangle
111840	12	beat05	663	1989	663	1989	663	circle
121391	13	beat05	663	1989	663	1989	663	triangle
130942	14	interval05	663	1513	663	2465	663	circle
140493	15	beat03	561	1683	561	1683	561	triangle
149126	16	beat04	612	1836	612	1836	612	triangle
158218	17	beat01	459	1377	459	1377	459	circle
165933	-	baseline	-	-	-	-	-	-
171933	18	interval03	561	1938	561	1428	561	triangle
180566	19	interval04	612	1683	612	1989	612	circle
189658	20	beat02	510	1530	510	1530	510	triangle
197832	21	interval04	612	1683	612	1989	612	triangle
206924	22	interval03	561	1938	561	1428	561	triangle
215557	23	interval03	561	1938	561	1428	561	circle
224190	24	beat05	663	1989	663	1989	663	circle
233741	25	beat01	459	1377	459	1377	459	circle
241456	26	beat04	612	1836	612	1836	612	circle
250548	27	interval01	459	1904	459	850	459	circle
258263	-	baseline	-	-	-	-	-	-
264263	28	interval04	612	1683	612	1989	612	triangle
273355	29	interval05	663	1513	663	2465	663	triangle
282906	30	beat04	612	1836	612	1836	612	triangle
