onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
6000	1	interval01	459	1513	459	1241
13752	2	beat01	459	1377	459	1377
21504	3	interval05	663	1853	663	2125
30888	4	beat04	612	1836	612	1836
39864	5	beat05	663	1989	663	1989
49248	-	baseline	-	-	-	-
55248	6	interval03	561	1853	561	1513
63816	7	beat02	510	1530	510	1530
71976	8	beat05	663	1989	663	1989
81360	9	beat03	561	1683	561	1683
89928	10	interval01	459	1513	459	1241
97680	11	interval04	612	1377	612	2295
106656	12	beat02	510	1530	510	1530
114816	-	baseline	-	-	-	-
120816	13	interval05	663	1853	663	2125
130200	14	interval03	561	1853	561	1513
138768	15	interval01	459	1513	459	1241
146520	16	beat01	459	1377	459	1377
154272	17	interval02	510	1819	510	1241
162432	18	beat03	561	1683	561	1683
171000	-	baseline	-	-	-	-
177000	19	beat04	612	1836	612	1836
185976	20	interval03	561	1853	561	1513
194544	-	baseline	-	-	-	-
200544	21	interval02	510	1819	510	1241
208704	22	beat01	459	1377	459	1377
216456	23	beat03	561	1683	561	1683
225024	24	interval02	510	1819	510	1241
233184	-	baseline	-	-	-	-
239184	25	interval04	612	1377	612	2295
248160	26	beat05	663	1989	663	1989
257544	27	beat02	510	1530	510	1530
265704	28	beat04	612	1836	612	1836
274680	29	interval05	663	1853	663	2125
284064	30	interval04	612	1377	612	2295
