onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat04	612	1836	612	1836	734
12222	2	beat03	561	1683	561	1683	550
20844	3	beat02	510	1530	510	1530	612
29120	-	baseline	-	-	-	-	-
35120	4	beat04	612	1836	612	1836	600
44200	5	interval01	459	1445	459	1309	367
51823	6	interval05	663	1887	663	2091	743
61454	7	interval01	459	1445	459	1309	450
69160	8	interval03	561	1717	561	1649	449
77681	-	baseline	-	-	-	-	-
83681	9	interval05	663	1887	663	2091	583
93152	10	beat01	459	1377	459	1377	404
100812	11	interval01	459	1445	459	1309	404
108472	-	baseline	-	-	-	-	-
114472	12	beat02	510	1530	510	1530	520
122656	13	interval02	510	1853	510	1207	612
130932	14	interval04	612	1513	612	2159	600
140012	15	interval04	612	1513	612	2159	624
149116	16	interval04	612	1513	612	2159	734
158330	17	interval02	510	1853	510	1207	408
166402	18	beat01	459	1377	459	1377	367
174025	19	interval05	663	1887	663	2091	676
183589	20	beat02	510	1530	510	1530	408
191661	21	beat05	663	1989	663	1989	676
201225	22	beat03	561	1683	561	1683	449
209746	23	interval02	510	1853	510	1207	520
217930	-	baseline	-	-	-	-	-
223930	24	beat01	459	1377	459	1377	450
231636	25	interval03	561	1717	561	1649	550
240258	26	beat05	663	1989	663	1989	743
249889	27	beat05	663	1989	663	1989	583
259360	28	interval03	561	1717	561	1649	628
268060	-	baseline	-	-	-	-	-
274060	29	beat03	561	1683	561	1683	628
282760	30	beat04	612	1836	612	1836	624
