onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval02	510	1853	510	1207	612
11284	2	beat03	561	1683	561	1683	550
19906	-	baseline	-	-	-	-	-
25906	3	beat03	561	1683	561	1683	628
34606	4	interval04	612	1513	612	2159	624
43710	5	beat03	561	1683	561	1683	449
52231	-	baseline	-	-	-	-	-
58231	6	interval05	663	1887	663	2091	583
67702	7	interval01	459	1445	459	1309	450
75408	8	beat05	663	1989	663	1989	583
84879	9	interval01	459	1445	459	1309	367
92502	-	baseline	-	-	-	-	-
98502	10	beat01	459	1377	459	1377	367
106125	11	interval02	510	1853	510	1207	520
114309	12	interval04	612	1513	612	2159	734
123523	13	interval03	561	1717	561	1649	449
132044	14	beat04	612	1836	612	1836	624
141148	15	beat05	663	1989	663	1989	676
150712	16	beat01	459	1377	459	1377	450
158418	17	beat05	663	1989	663	1989	743
168049	18	interval05	663	1887	663	2091	743
177680	19	beat01	459	1377	459	1377	404
185340	20	beat02	510	1530	510	1530	520
193524	21	beat04	612	1836	612	1836	600
202604	22	interval04	612	1513	612	2159	600
211684	23	beat02	510	1530	510	1530	408
219756	-	baseline	-	-	-	-	-
225756	24	beat02	510	1530	510	1530	612
234032	25	interval05	663	1887	663	2091	676
243596	26	interval03	561	1717	561	1649	628
252296	27	interval01	459	1445	459	1309	404
259956	-	baseline	-	-	-	-	-
265956	28	interval03	561	1717	561	1649	550
274578	29	interval02	510	1853	510	1207	408
282650	30	beat04	612	1836	612	1836	734
