onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat03	561	1683	561	1683	673
11753	2	interval04	612	1513	612	2159	539
20772	3	beat04	612	1836	612	1836	490
29742	-	baseline	-	-	-	-	-
35742	4	beat01	459	1377	459	1377	514
43512	5	beat03	561	1683	561	1683	494
52078	6	interval05	663	1887	663	2091	796
61762	-	baseline	-	-	-	-	-
67762	7	beat05	663	1989	663	1989	530
77180	8	beat02	510	1530	510	1530	500
85344	9	beat01	459	1377	459	1377	551
93151	10	interval05	663	1887	663	2091	530
102569	11	beat04	612	1836	612	1836	685
111734	-	baseline	-	-	-	-	-
117734	12	interval04	612	1513	612	2159	490
126704	13	beat04	612	1836	612	1836	539
135723	14	interval02	510	1853	510	1207	571
143958	15	beat01	459	1377	459	1377	468
151682	16	interval01	459	1445	459	1309	468
159406	17	interval03	561	1717	561	1649	572
168050	18	beat02	510	1530	510	1530	571
176285	19	interval01	459	1445	459	1309	551
184092	20	beat05	663	1989	663	1989	650
193630	21	interval05	663	1887	663	2091	650
203168	22	beat03	561	1683	561	1683	572
211812	23	beat02	510	1530	510	1530	449
219925	-	baseline	-	-	-	-	-
225925	24	interval04	612	1513	612	2159	685
235090	25	interval03	561	1717	561	1649	673
243835	-	baseline	-	-	-	-	-
249835	26	interval02	510	1853	510	1207	449
257948	27	interval01	459	1445	459	1309	514
265718	28	interval02	510	1853	510	1207	500
273882	29	beat05	663	1989	663	1989	796
283566	30	interval03	561	1717	561	1649	494
