onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval05	663	1887	663	2091	530
12426	-	baseline	-	-	-	-	-
18426	2	beat01	459	1377	459	1377	514
26196	3	beat02	510	1530	510	1530	571
34431	-	baseline	-	-	-	-	-
40431	4	interval05	663	1887	663	2091	650
49969	5	interval03	561	1717	561	1649	494
58535	-	baseline	-	-	-	-	-
64535	6	interval02	510	1853	510	1207	571
72770	7	beat05	663	1989	663	1989	530
82188	8	interval01	459	1445	459	1309	551
89995	9	interval03	561	1717	561	1649	673
98740	10	beat01	459	1377	459	1377	551
106547	11	beat04	612	1836	612	1836	539
115566	12	interval05	663	1887	663	2091	796
125250	-	baseline	-	-	-	-	-
131250	13	beat04	612	1836	612	1836	685
140415	14	interval03	561	1717	561	1649	572
149059	15	interval02	510	1853	510	1207	449
157172	16	beat03	561	1683	561	1683	494
165738	17	beat04	612	1836	612	1836	490
174708	18	interval01	459	1445	459	1309	514
182478	19	beat05	663	1989	663	1989	650
192016	20	beat05	663	1989	663	1989	796
201700	21	interval04	612	1513	612	2159	539
210719	22	beat02	510	1530	510	1530	500
218883	23	beat01	459	1377	459	1377	468
226607	24	beat03	561	1683	561	1683	572
235251	25	interval01	459	1445	459	1309	468
242975	26	beat02	510	1530	510	1530	449
251088	-	baseline	-	-	-	-	-
257088	27	interval02	510	1853	510	1207	500
265252	28	beat03	561	1683	561	1683	673
273997	29	interval04	612	1513	612	2159	490
282967	30	interval04	612	1513	612	2159	685
