onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval04	612	1513	612	2159	685
12173	2	interval01	459	1445	459	1309	450
19879	3	interval01	459	1445	459	1309	367
27502	4	interval02	510	1853	510	1207	612
35778	5	beat01	459	1377	459	1377	450
43484	6	beat04	612	1836	612	1836	600
52564	-	baseline	-	-	-	-	-
58564	7	beat03	561	1683	561	1683	550
67186	8	beat05	663	1989	663	1989	796
76870	-	baseline	-	-	-	-	-
82870	9	beat02	510	1530	510	1530	612
91146	10	interval02	510	1853	510	1207	449
99259	11	beat03	561	1683	561	1683	449
107780	12	beat05	663	1989	663	1989	676
117344	13	beat04	612	1836	612	1836	539
126363	14	interval03	561	1717	561	1649	550
134985	15	interval01	459	1445	459	1309	404
142645	16	beat02	510	1530	510	1530	520
150829	-	baseline	-	-	-	-	-
156829	17	interval04	612	1513	612	2159	600
165909	18	beat03	561	1683	561	1683	628
174609	19	beat01	459	1377	459	1377	367
182232	20	beat04	612	1836	612	1836	685
191397	21	interval02	510	1853	510	1207	520
199581	22	interval04	612	1513	612	2159	539
208600	23	beat01	459	1377	459	1377	404
216260	-	baseline	-	-	-	-	-
222260	24	beat05	663	1989	663	1989	743
231891	25	interval03	561	1717	561	1649	628
240591	-	baseline	-	-	-	-	-
246591	26	interval05	663	1887	663	2091	676
256155	27	beat02	510	1530	510	1530	449
264268	28	interval03	561	1717	561	1649	449
272789	29	interval05	663	1887	663	2091	796
282473	30	interval05	663	1887	663	2091	743
