onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval04	612	1513	612	2159	685
12173	-	baseline	-	-	-	-	-
18173	2	beat04	612	1836	612	1836	539
27192	3	beat01	459	1377	459	1377	367
34815	4	beat01	459	1377	459	1377	450
42521	5	interval02	510	1853	510	1207	612
50797	-	baseline	-	-	-	-	-
56797	6	interval01	459	1445	459	1309	404
64457	7	beat04	612	1836	612	1836	685
73622	8	beat03	561	1683	561	1683	449
82143	9	beat01	459	1377	459	1377	404
89803	10	interval03	561	1717	561	1649	628
98503	11	interval05	663	1887	663	2091	743
108134	-	baseline	-	-	-	-	-
114134	12	interval02	510	1853	510	1207	449
122247	13	interval03	561	1717	561	1649	449
130768	14	beat05	663	1989	663	1989	743
140399	15	interval01	459	1445	459	1309	367
148022	16	interval05	663	1887	663	2091	676
157586	17	beat02	510	1530	510	1530	449
165699	18	interval01	459	1445	459	1309	450
173405	19	beat03	561	1683	561	1683	628
182105	20	beat03	561	1683	561	1683	550
190727	-	baseline	-	-	-	-	-
196727	21	interval03	561	1717	561	1649	550
205349	22	beat05	663	1989	663	1989	676
214913	23	beat04	612	1836	612	1836	600
223993	-	baseline	-	-	-	-	-
229993	24	interval05	663	1887	663	2091	796
239677	25	interval04	612	1513	612	2159	600
248757	26	interval02	510	1853	510	1207	520
256941	27	interval04	612	1513	612	2159	539
265960	28	beat05	663	1989	663	1989	796
275644	29	beat02	510	1530	510	1530	520
283828	30	beat02	510	1530	510	1530	612
