onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat04	612	1836	612	1836	490
11978	2	beat02	510	1530	510	1530	408
20050	3	interval04	612	1513	612	2159	624
29154	4	interval01	459	1445	459	1309	514
36924	5	interval03	561	1717	561	1649	572
45568	6	beat01	459	1377	459	1377	514
53338	7	beat03	561	1683	561	1683	673
62083	8	interval04	612	1513	612	2159	734
71297	9	beat03	561	1683	561	1683	572
79941	10	beat05	663	1989	663	1989	650
89479	-	baseline	-	-	-	-	-
95479	11	interval03	561	1717	561	1649	494
104045	12	interval05	663	1887	663	2091	530
113463	13	beat02	510	1530	510	1530	500
121627	-	baseline	-	-	-	-	-
127627	14	interval01	459	1445	459	1309	551
135434	15	beat05	663	1989	663	1989	530
144852	16	beat05	663	1989	663	1989	583
154323	-	baseline	-	-	-	-	-
160323	17	beat04	612	1836	612	1836	734
169537	18	interval02	510	1853	510	1207	571
177772	-	baseline	-	-	-	-	-
183772	19	interval05	663	1887	663	2091	583
193243	20	interval02	510	1853	510	1207	500
201407	-	baseline	-	-	-	-	-
207407	21	interval03	561	1717	561	1649	673
216152	22	beat01	459	1377	459	1377	468
223876	23	beat03	561	1683	561	1683	494
232442	24	interval04	612	1513	612	2159	490
241412	25	beat04	612	1836	612	1836	624
250516	26	interval02	510	1853	510	1207	408
258588	27	beat02	510	1530	510	1530	571
266823	28	interval01	459	1445	459	1309	468
274547	29	beat01	459	1377	459	1377	551
282354	30	interval05	663	1887	663	2091	650
