onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval04	612	1513	612	2159	734
12222	-	baseline	-	-	-	-	-
18222	2	interval02	510	1853	510	1207	408
26294	3	interval01	459	1445	459	1309	468
34018	4	interval05	663	1887	663	2091	583
43489	5	beat05	663	1989	663	1989	530
52907	6	interval04	612	1513	612	2159	624
62011	7	beat01	459	1377	459	1377	514
69781	8	interval01	459	1445	459	1309	514
77551	9	beat05	663	1989	663	1989	650
87089	10	beat01	459	1377	459	1377	468
94813	11	interval02	510	1853	510	1207	500
102977	12	interval03	561	1717	561	1649	572
111621	13	beat03	561	1683	561	1683	572
120265	14	beat04	612	1836	612	1836	624
129369	15	interval04	612	1513	612	2159	490
138339	-	baseline	-	-	-	-	-
144339	16	beat03	561	1683	561	1683	494
152905	17	beat04	612	1836	612	1836	734
162119	18	beat01	459	1377	459	1377	551
169926	19	beat04	612	1836	612	1836	490
178896	20	interval02	510	1853	510	1207	571
187131	-	baseline	-	-	-	-	-
193131	21	beat02	510	1530	510	1530	500
201295	22	interval05	663	1887	663	2091	650
210833	23	beat02	510	1530	510	1530	408
218905	24	beat02	510	1530	510	1530	571
227140	-	baseline	-	-	-	-	-
233140	25	interval03	561	1717	561	1649	673
241885	26	interval05	663	1887	663	2091	530
251303	27	interval03	561	1717	561	1649	494
259869	-	baseline	-	-	-	-	-
265869	28	interval01	459	1445	459	1309	551
273676	29	beat05	663	1989	663	1989	583
283147	30	beat03	561	1683	561	1683	673
