onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval01	459	1445	459	1309	404
10668	-	baseline	-	-	-	-	-
16668	2	beat01	459	1377	459	1377	404
24328	3	interval01	459	1445	459	1309	450
32034	4	interval03	561	1717	561	1649	449
40555	-	baseline	-	-	-	-	-
46555	5	beat05	663	1989	663	1989	796
56239	6	beat02	510	1530	510	1530	612
64515	7	beat03	561	1683	561	1683	449
73036	8	interval04	612	1513	612	2159	685
82201	9	interval04	612	1513	612	2159	600
91281	-	baseline	-	-	-	-	-
97281	10	beat05	663	1989	663	1989	743
106912	11	beat04	612	1836	612	1836	600
115992	12	beat01	459	1377	459	1377	450
123698	13	beat01	459	1377	459	1377	367
131321	14	interval03	561	1717	561	1649	550
139943	15	interval05	663	1887	663	2091	796
149627	16	beat04	612	1836	612	1836	539
158646	17	beat02	510	1530	510	1530	449
166759	18	interval02	510	1853	510	1207	449
174872	-	baseline	-	-	-	-	-
180872	19	interval02	510	1853	510	1207	612
189148	20	beat03	561	1683	561	1683	550
197770	21	interval02	510	1853	510	1207	520
205954	22	interval05	663	1887	663	2091	743
215585	23	interval05	663	1887	663	2091	676
225149	24	interval01	459	1445	459	1309	367
232772	25	beat03	561	1683	561	1683	628
241472	26	interval04	612	1513	612	2159	539
250491	-	baseline	-	-	-	-	-
256491	27	beat02	510	1530	510	1530	520
264675	28	interval03	561	1717	561	1649	628
273375	29	beat04	612	1836	612	1836	685
282540	30	beat05	663	1989	663	1989	676
