onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval01	459	1445	459	1309	514
10778	2	beat05	663	1989	663	1989	530
20196	3	interval04	612	1513	612	2159	624
29300	4	interval01	459	1445	459	1309	468
37024	5	beat04	612	1836	612	1836	624
46128	6	interval03	561	1717	561	1649	572
54772	-	baseline	-	-	-	-	-
60772	7	interval03	561	1717	561	1649	673
69517	8	interval05	663	1887	663	2091	583
78988	9	beat04	612	1836	612	1836	734
88202	-	baseline	-	-	-	-	-
94202	10	beat01	459	1377	459	1377	514
101972	11	interval04	612	1513	612	2159	734
111186	12	beat01	459	1377	459	1377	551
118993	13	beat05	663	1989	663	1989	650
128531	-	baseline	-	-	-	-	-
134531	14	interval02	510	1853	510	1207	500
142695	15	beat05	663	1989	663	1989	583
152166	16	beat03	561	1683	561	1683	673
160911	-	baseline	-	-	-	-	-
166911	17	beat04	612	1836	612	1836	490
175881	18	interval01	459	1445	459	1309	551
183688	19	beat03	561	1683	561	1683	494
192254	20	interval05	663	1887	663	2091	650
201792	21	interval04	612	1513	612	2159	490
210762	22	interval02	510	1853	510	1207	571
218997	23	interval03	561	1717	561	1649	494
227563	-	baseline	-	-	-	-	-
233563	24	interval05	663	1887	663	2091	530
242981	25	beat02	510	1530	510	1530	571
251216	26	beat01	459	1377	459	1377	468
258940	27	beat02	510	1530	510	1530	408
267012	28	beat03	561	1683	561	1683	572
275656	29	interval02	510	1853	510	1207	408
283728	30	beat02	510	1530	510	1530	500
