onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat05	663	1989	663	1989	663	triangle
12559	-	baseline	-	-	-	-	-	-
18559	2	beat04	612	1836	612	1836	612	circle
27651	3	beat03	561	1683	561	1683	561	triangle
36284	-	baseline	-	-	-	-	-	-
42284	4	beat02	510	1530	510	1530	510	triangle
50458	5	interval02	510	1377	510	1683	510	triangle
58632	6	interval02	510	1377	510	1683	510	circle
66806	7	interval05	663	1513	663	2465	663	triangle
76357	8	interval03	561	1938	561	1428	561	triangle
84990	9	beat01	459	1377	459	1377	459	triangle
92705	10	interval01	459	1904	459	850	459	triangle
100420	11	beat04	612	1836	612	1836	612	circle
109512	-	baseline	-	-	-	-	-	-
115512	12	beat02	510	1530	510	1530	510	triangle
123686	13	interval04	612	1683	612	1989	612	circle
132778	14	interval02	510	1377	510	1683	510	triangle
140952	15	interval01	459	1904	459	850	459	triangle
148667	16	interval05	663	1513	663	2465	663	circle
158218	17	beat05	663	1989	663	1989	663	circle
167769	18	beat03	561	1683	561	1683	561	triangle
176402	19	interval04	612	1683	612	1989	612	triangle
185494	-	baseline	-	-	-	-	-	-
191494	20	interval01	459	1904	459	850	459	circle
199209	21	beat01	459	1377	459	1377	459	triangle
206924	22	interval03	561	1938	561	1428	561	circle
215557	23	interval05	663	1513	663	2465	663	circle
225108	-	baseline	-	-	-	-	-	-
231108	24	interval04	612	1683	612	1989	612	circle
240200	25	beat03	561	1683	561	1683	561	circle
248833	26	beat04	612	1836	612	1836	612	triangle
257925	27	interval03	561	1938	561	1428	561	triangle
266558	28	beat05	663	1989	663	1989	663	circle
276109	29	beat01	459	1377	459	1377	459	circle
283824	30	beat02	510	1530	510	1530	510	circle
