onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
3008	1	beat01	459	1377	459	1377	459	circle
10723	2	interval05	663	1513	663	2465	663	circle
20274	-	baseline	-	-	-	-	-	-
26274	3	interval02	510	1377	510	1683	510	triangle
34448	4	beat03	561	1683	561	1683	561	circle
43081	5	interval01	459	1904	459	850	459	triangle
50796	-	baseline	-	-	-	-	-	-
56796	6	beat02	510	1530	510	1530	510	triangle
64970	7	interval04	612	1683	612	1989	612	triangle
74062	8	beat04	612	1836	612	1836	612	circle
83154	9	interval05	663	1513	663	2465	663	triangle
92705	10	interval01	459	1904	459	850	459	circle
100420	11	interval02	510	1377	510	1683	510	triangle
108594	12	interval04	612	1683	612	1989	612	circle
117686	-	baseline	-	-	-	-	-	-
123686	13	interval03	561	1938	561	1428	561	triangle
132319	14	interval02	510	1377	510	1683	510	circle
140493	15	beat05	663	1989	663	1989	663	triangle
150044	-	baseline	-	-	-	-	-	-
156044	16	beat03	561	1683	561	1683	561	triangle
164677	17	interval03	561	1938	561	1428	561	triangle
173310	18	beat04	612	1836	612	1836	612	triangle
182402	19	beat05	663	1989	663	1989	663	circle
191953	20	interval04	612	1683	612	1989	612	circle
201045	21	beat02	510	1530	510	1530	510	circle
209219	-	baseline	-	-	-	-	-	-
215219	22	beat01	459	1377	459	1377	459	triangle
222934	23	interval03	561	1938	561	1428	561	circle
231567	24	interval01	459	1904	459	850	459	triangle
239282	25	beat05	663	1989	663	1989	663	circle
248833	26	beat01	459	1377	459	1377	459	triangle
256548	27	beat03	561	1683	561	1683	561	triangle
265181	28	beat02	510	1530	510	1530	510	triangle
273355	29	interval05	663	1513	663	2465	663	circle
282906	30	beat04	612	1836	612	1836	612	circle
