onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval01	459	1445	459	1309	514
10778	-	baseline	-	-	-	-	-
16778	2	beat04	612	1836	612	1836	600
25858	3	interval03	561	1717	561	1649	673
34603	4	beat01	459	1377	459	1377	468
42327	-	baseline	-	-	-	-	-
48327	5	beat02	510	1530	510	1530	520
56511	6	beat04	612	1836	612	1836	685
65676	7	beat03	561	1683	561	1683	449
74197	-	baseline	-	-	-	-	-
80197	8	interval01	459	1445	459	1309	404
87857	9	interval04	612	1513	612	2159	685
97022	10	beat05	663	1989	663	1989	796
106706	11	interval04	612	1513	612	2159	600
115786	12	interval05	663	1887	663	2091	676
125350	13	interval05	663	1887	663	2091	796
135034	14	interval02	510	1853	510	1207	520
143218	15	interval03	561	1717	561	1649	449
151739	16	interval05	663	1887	663	2091	743
161370	17	interval02	510	1853	510	1207	500
169534	18	interval04	612	1513	612	2159	490
178504	19	beat02	510	1530	510	1530	500
186668	20	interval03	561	1717	561	1649	550
195290	-	baseline	-	-	-	-	-
201290	21	beat02	510	1530	510	1530	449
209403	22	beat04	612	1836	612	1836	490
218373	23	interval02	510	1853	510	1207	449
226486	24	interval01	459	1445	459	1309	468
234210	25	beat05	663	1989	663	1989	743
243841	-	baseline	-	-	-	-	-
249841	26	beat01	459	1377	459	1377	514
257611	27	beat03	561	1683	561	1683	673
266356	28	beat05	663	1989	663	1989	676
275920	29	beat03	561	1683	561	1683	550
284542	30	beat01	459	1377	459	1377	404
