onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat01	459	1377	459	1377	450
10714	-	baseline	-	-	-	-	-
16714	2	interval05	663	1887	663	2091	650
26252	3	interval03	561	1717	561	1649	628
34952	4	beat04	612	1836	612	1836	734
44166	5	beat03	561	1683	561	1683	628
52866	6	interval03	561	1717	561	1649	572
61510	7	interval03	561	1717	561	1649	494
70076	8	interval02	510	1853	510	1207	612
78352	9	beat03	561	1683	561	1683	494
86918	10	interval04	612	1513	612	2159	539
95937	11	interval02	510	1853	510	1207	408
104009	12	beat01	459	1377	459	1377	367
111632	-	baseline	-	-	-	-	-
117632	13	interval01	459	1445	459	1309	367
125255	14	interval05	663	1887	663	2091	583
134726	15	beat05	663	1989	663	1989	583
144197	-	baseline	-	-	-	-	-
150197	16	interval04	612	1513	612	2159	734
159411	17	interval05	663	1887	663	2091	530
168829	18	interval04	612	1513	612	2159	624
177933	-	baseline	-	-	-	-	-
183933	19	beat04	612	1836	612	1836	539
192952	20	beat03	561	1683	561	1683	572
201596	21	beat01	459	1377	459	1377	551
209403	22	beat02	510	1530	510	1530	612
217679	23	beat02	510	1530	510	1530	408
225751	24	beat04	612	1836	612	1836	624
234855	25	beat02	510	1530	510	1530	571
243090	26	interval01	459	1445	459	1309	450
250796	-	baseline	-	-	-	-	-
256796	27	interval01	459	1445	459	1309	551
264603	28	interval02	510	1853	510	1207	571
272838	29	beat05	663	1989	663	1989	530
282256	30	beat05	663	1989	663	1989	650
