onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	interval04	612	1377	612	2295
11488	2	interval03	561	1853	561	1513
19560	3	beat03	561	1683	561	1683
27632	-	baseline	-	-	-	-
33632	4	beat02	510	1530	510	1530
41296	5	beat03	561	1683	561	1683
49368	6	interval01	459	1513	459	1241
56624	-	baseline	-	-	-	-
62624	7	beat03	561	1683	561	1683
70696	8	interval02	510	1819	510	1241
78360	9	interval01	459	1513	459	1241
85616	-	baseline	-	-	-	-
91616	10	beat05	663	1989	663	1989
100504	11	interval04	612	1377	612	2295
108984	12	beat04	612	1836	612	1836
117464	13	interval02	510	1819	510	1241
125128	-	baseline	-	-	-	-
131128	14	interval05	663	1853	663	2125
140016	15	interval01	459	1513	459	1241
147272	16	interval02	510	1819	510	1241
154936	17	beat05	663	1989	663	1989
163824	18	beat02	510	1530	510	1530
171488	19	interval03	561	1853	561	1513
179560	20	beat01	459	1377	459	1377
186816	21	beat04	612	1836	612	1836
195296	22	interval04	612	1377	612	2295
203776	23	beat05	663	1989	663	1989
212664	24	beat01	459	1377	459	1377
219920	25	beat04	612	1836	612	1836
228400	-	baseline	-	-	-	-
234400	26	interval05	663	1853	663	2125
243288	27	interval03	561	1853	561	1513
251360	28	beat01	459	1377	459	1377
258616	29	beat02	510	1530	510	1530
266280	30	interval05	663	1853	663	2125
