onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	interval03	561	1853	561	1513
11080	2	beat01	459	1377	459	1377
18336	-	baseline	-	-	-	-
24336	3	interval03	561	1853	561	1513
32408	4	beat03	561	1683	561	1683
40480	5	beat02	510	1530	510	1530
48144	6	interval02	510	1819	510	1241
55808	7	interval04	612	1377	612	2295
64288	8	beat04	612	1836	612	1836
72768	9	interval05	663	1853	663	2125
81656	10	interval01	459	1513	459	1241
88912	11	beat03	561	1683	561	1683
96984	12	interval04	612	1377	612	2295
105464	13	beat02	510	1530	510	1530
113128	14	interval02	510	1819	510	1241
120792	15	beat01	459	1377	459	1377
128048	-	baseline	-	-	-	-
134048	16	interval01	459	1513	459	1241
141304	17	beat05	663	1989	663	1989
150192	18	beat03	561	1683	561	1683
158264	-	baseline	-	-	-	-
164264	19	interval05	663	1853	663	2125
173152	20	beat04	612	1836	612	1836
181632	21	interval03	561	1853	561	1513
189704	22	beat02	510	1530	510	1530
197368	23	interval04	612	1377	612	2295
205848	24	interval05	663	1853	663	2125
214736	25	beat05	663	1989	663	1989
223624	-	baseline	-	-	-	-
229624	26	beat04	612	1836	612	1836
238104	27	interval02	510	1819	510	1241
245768	28	interval01	459	1513	459	1241
253024	-	baseline	-	-	-	-
259024	29	beat05	663	1989	663	1989
267912	30	beat01	459	1377	459	1377
