onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	interval01	459	1513	459	1241
10264	-	baseline	-	-	-	-
16264	2	beat01	459	1377	459	1377
23520	3	interval05	663	1853	663	2125
32408	4	beat03	561	1683	561	1683
40480	-	baseline	-	-	-	-
46480	5	beat01	459	1377	459	1377
53736	6	interval03	561	1853	561	1513
61808	7	interval02	510	1819	510	1241
69472	8	beat02	510	1530	510	1530
77136	9	interval05	663	1853	663	2125
86024	10	interval01	459	1513	459	1241
93280	11	beat04	612	1836	612	1836
101760	12	beat02	510	1530	510	1530
109424	-	baseline	-	-	-	-
115424	13	interval02	510	1819	510	1241
123088	14	beat03	561	1683	561	1683
131160	15	beat05	663	1989	663	1989
140048	16	interval05	663	1853	663	2125
148936	17	interval04	612	1377	612	2295
157416	-	baseline	-	-	-	-
163416	18	beat05	663	1989	663	1989
172304	19	interval04	612	1377	612	2295
180784	20	interval03	561	1853	561	1513
188856	21	beat02	510	1530	510	1530
196520	22	beat01	459	1377	459	1377
203776	23	interval04	612	1377	612	2295
212256	24	beat05	663	1989	663	1989
221144	25	beat03	561	1683	561	1683
229216	-	baseline	-	-	-	-
235216	26	interval01	459	1513	459	1241
242472	27	beat04	612	1836	612	1836
250952	28	interval03	561	1853	561	1513
259024	29	interval02	510	1819	510	1241
266688	30	beat04	612	1836	612	1836
