onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	interval05	663	1853	663	2125
11896	-	baseline	-	-	-	-
17896	2	beat05	663	1989	663	1989
26784	3	interval01	459	1513	459	1241
34040	4	beat02	510	1530	510	1530
41704	5	interval03	561	1853	561	1513
49776	6	beat05	663	1989	663	1989
58664	7	beat04	612	1836	612	1836
67144	8	interval05	663	1853	663	2125
76032	9	interval02	510	1819	510	1241
83696	10	beat03	561	1683	561	1683
91768	-	baseline	-	-	-	-
97768	11	interval03	561	1853	561	1513
105840	12	beat02	510	1530	510	1530
113504	13	beat01	459	1377	459	1377
120760	14	interval01	459	1513	459	1241
128016	15	interval02	510	1819	510	1241
135680	16	beat04	612	1836	612	1836
144160	17	beat02	510	1530	510	1530
151824	-	baseline	-	-	-	-
157824	18	interval01	459	1513	459	1241
165080	19	beat04	612	1836	612	1836
173560	20	beat01	459	1377	459	1377
180816	-	baseline	-	-	-	-
186816	21	interval04	612	1377	612	2295
195296	22	beat03	561	1683	561	1683
203368	23	interval02	510	1819	510	1241
211032	24	beat05	663	1989	663	1989
219920	25	interval05	663	1853	663	2125
228808	26	beat01	459	1377	459	1377
236064	27	interval04	612	1377	612	2295
244544	28	beat03	561	1683	561	1683
252616	-	baseline	-	-	-	-
258616	29	interval04	612	1377	612	2295
267096	30	interval03	561	1853	561	1513
