onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval02	510	1853	510	1207	408
11080	2	beat05	663	1989	663	1989	583
20551	3	beat01	459	1377	459	1377	450
28257	4	interval05	663	1887	663	2091	583
37728	-	baseline	-	-	-	-	-
43728	5	interval01	459	1445	459	1309	450
51434	6	interval05	663	1887	663	2091	676
60998	7	beat02	510	1530	510	1530	612
69274	8	beat04	612	1836	612	1836	624
78378	9	beat04	612	1836	612	1836	600
87458	10	interval03	561	1717	561	1649	550
96080	11	interval05	663	1887	663	2091	743
105711	12	beat03	561	1683	561	1683	673
114456	13	beat02	510	1530	510	1530	449
122569	14	beat03	561	1683	561	1683	628
131269	-	baseline	-	-	-	-	-
137269	15	beat01	459	1377	459	1377	367
144892	16	interval04	612	1513	612	2159	600
153972	17	beat05	663	1989	663	1989	676
163536	18	interval02	510	1853	510	1207	612
171812	-	baseline	-	-	-	-	-
177812	19	interval01	459	1445	459	1309	468
185536	20	interval01	459	1445	459	1309	367
193159	21	interval03	561	1717	561	1649	673
201904	-	baseline	-	-	-	-	-
207904	22	beat04	612	1836	612	1836	685
217069	23	interval04	612	1513	612	2159	624
226173	-	baseline	-	-	-	-	-
232173	24	beat01	459	1377	459	1377	468
239897	25	interval04	612	1513	612	2159	685
249062	26	interval02	510	1853	510	1207	449
257175	27	interval03	561	1717	561	1649	628
265875	28	beat02	510	1530	510	1530	408
273947	29	beat05	663	1989	663	1989	743
283578	30	beat03	561	1683	561	1683	550
