onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat04	612	1836	612	1836	624
12112	2	beat01	459	1377	459	1377	367
19735	3	interval02	510	1853	510	1207	612
28011	-	baseline	-	-	-	-	-
34011	4	beat05	663	1989	663	1989	583
43482	5	beat03	561	1683	561	1683	628
52182	6	beat01	459	1377	459	1377	468
59906	7	beat04	612	1836	612	1836	600
68986	8	beat03	561	1683	561	1683	550
77608	-	baseline	-	-	-	-	-
83608	9	interval05	663	1887	663	2091	676
93172	10	beat03	561	1683	561	1683	673
101917	11	interval02	510	1853	510	1207	408
109989	12	beat05	663	1989	663	1989	676
119553	13	interval04	612	1513	612	2159	685
128718	14	interval05	663	1887	663	2091	583
138189	15	interval04	612	1513	612	2159	624
147293	16	beat02	510	1530	510	1530	449
155406	-	baseline	-	-	-	-	-
161406	17	interval04	612	1513	612	2159	600
170486	18	interval01	459	1445	459	1309	367
178109	19	beat04	612	1836	612	1836	685
187274	20	beat01	459	1377	459	1377	450
194980	21	interval03	561	1717	561	1649	628
203680	22	beat05	663	1989	663	1989	743
213311	23	beat02	510	1530	510	1530	612
221587	-	baseline	-	-	-	-	-
227587	24	beat02	510	1530	510	1530	408
235659	25	interval01	459	1445	459	1309	450
243365	26	interval05	663	1887	663	2091	743
252996	27	interval03	561	1717	561	1649	673
261741	28	interval02	510	1853	510	1207	449
269854	-	baseline	-	-	-	-	-
275854	29	interval03	561	1717	561	1649	550
284476	30	interval01	459	1445	459	1309	468
