onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval05	663	1887	663	2091	530
12426	2	beat03	561	1683	561	1683	494
20992	3	beat04	612	1836	612	1836	490
29962	4	interval03	561	1717	561	1649	572
38606	-	baseline	-	-	-	-	-
44606	5	interval02	510	1853	510	1207	571
52841	6	beat01	459	1377	459	1377	404
60501	-	baseline	-	-	-	-	-
66501	7	beat01	459	1377	459	1377	551
74308	8	interval02	510	1853	510	1207	500
82472	9	interval05	663	1887	663	2091	796
92156	10	interval03	561	1717	561	1649	494
100722	11	beat05	663	1989	663	1989	796
110406	-	baseline	-	-	-	-	-
116406	12	beat02	510	1530	510	1530	571
124641	13	beat05	663	1989	663	1989	530
134059	14	interval04	612	1513	612	2159	539
143078	15	interval05	663	1887	663	2091	650
152616	16	beat04	612	1836	612	1836	539
161635	17	interval01	459	1445	459	1309	514
169405	-	baseline	-	-	-	-	-
175405	18	beat01	459	1377	459	1377	514
183175	19	beat02	510	1530	510	1530	520
191359	20	beat03	561	1683	561	1683	449
199880	21	interval01	459	1445	459	1309	404
207540	22	beat02	510	1530	510	1530	500
215704	23	interval02	510	1853	510	1207	520
223888	24	beat04	612	1836	612	1836	734
233102	-	baseline	-	-	-	-	-
239102	25	beat05	663	1989	663	1989	650
248640	26	interval04	612	1513	612	2159	490
257610	27	beat03	561	1683	561	1683	572
266254	28	interval01	459	1445	459	1309	551
274061	29	interval04	612	1513	612	2159	734
283275	30	interval03	561	1717	561	1649	449
