onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval03	561	1717	561	1649	673
11753	2	beat02	510	1530	510	1530	449
19866	3	interval01	459	1445	459	1309	367
27489	4	beat05	663	1989	663	1989	583
36960	5	beat02	510	1530	510	1530	500
45124	6	interval03	561	1717	561	1649	550
53746	-	baseline	-	-	-	-	-
59746	7	interval02	510	1853	510	1207	500
67910	8	interval05	663	1887	663	2091	583
77381	9	beat01	459	1377	459	1377	551
85188	10	beat05	663	1989	663	1989	743
94819	11	interval02	510	1853	510	1207	449
102932	12	interval03	561	1717	561	1649	449
111453	13	beat02	510	1530	510	1530	520
119637	-	baseline	-	-	-	-	-
125637	14	interval04	612	1513	612	2159	685
134802	15	interval02	510	1853	510	1207	520
142986	-	baseline	-	-	-	-	-
148986	16	interval01	459	1445	459	1309	551
156793	17	beat04	612	1836	612	1836	685
165958	18	beat01	459	1377	459	1377	514
173728	19	interval05	663	1887	663	2091	530
183146	20	interval04	612	1513	612	2159	734
192360	21	beat04	612	1836	612	1836	624
201464	22	beat03	561	1683	561	1683	673
210209	-	baseline	-	-	-	-	-
216209	23	beat01	459	1377	459	1377	367
223832	24	beat03	561	1683	561	1683	550
232454	25	beat04	612	1836	612	1836	734
241668	-	baseline	-	-	-	-	-
247668	26	interval01	459	1445	459	1309	514
255438	27	interval04	612	1513	612	2159	624
264542	28	beat05	663	1989	663	1989	530
273960	29	interval05	663	1887	663	2091	743
283591	30	beat03	561	1683	561	1683	449
