onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat02	510	1530	510	1530	408
11080	2	interval01	459	1445	459	1309	468
18804	3	interval03	561	1717	561	1649	628
27504	4	beat05	663	1989	663	1989	796
37188	-	baseline	-	-	-	-	-
43188	5	beat04	612	1836	612	1836	539
52207	6	interval02	510	1853	510	1207	408
60279	7	beat05	663	1989	663	1989	676
69843	8	beat02	510	1530	510	1530	612
78119	9	beat02	510	1530	510	1530	571
86354	10	interval02	510	1853	510	1207	612
94630	11	interval05	663	1887	663	2091	650
104168	-	baseline	-	-	-	-	-
110168	12	beat01	459	1377	459	1377	404
117828	13	interval05	663	1887	663	2091	676
127392	-	baseline	-	-	-	-	-
133392	14	beat03	561	1683	561	1683	494
141958	15	beat04	612	1836	612	1836	490
150928	16	interval01	459	1445	459	1309	450
158634	17	beat03	561	1683	561	1683	628
167334	18	beat01	459	1377	459	1377	450
175040	19	interval01	459	1445	459	1309	404
182700	20	interval04	612	1513	612	2159	539
191719	21	interval05	663	1887	663	2091	796
201403	22	interval02	510	1853	510	1207	571
209638	-	baseline	-	-	-	-	-
215638	23	interval04	612	1513	612	2159	490
224608	24	beat04	612	1836	612	1836	600
233688	25	interval03	561	1717	561	1649	494
242254	26	beat03	561	1683	561	1683	572
250898	-	baseline	-	-	-	-	-
256898	27	beat01	459	1377	459	1377	468
264622	28	beat05	663	1989	663	1989	650
274160	29	interval04	612	1513	612	2159	600
283240	30	interval03	561	1717	561	1649	572
