onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval03	561	1717	561	1649	449
11529	2	interval02	510	1853	510	1207	500
19693	-	baseline	-	-	-	-	-
25693	3	beat05	663	1989	663	1989	530
35111	4	beat01	459	1377	459	1377	551
42918	5	beat02	510	1530	510	1530	449
51031	6	beat03	561	1683	561	1683	673
59776	7	beat03	561	1683	561	1683	550
68398	8	interval01	459	1445	459	1309	367
76021	9	interval05	663	1887	663	2091	583
85492	10	interval02	510	1853	510	1207	449
93605	11	interval02	510	1853	510	1207	520
101789	-	baseline	-	-	-	-	-
107789	12	beat04	612	1836	612	1836	734
117003	13	beat05	663	1989	663	1989	743
126634	-	baseline	-	-	-	-	-
132634	14	interval03	561	1717	561	1649	550
141256	15	beat03	561	1683	561	1683	449
149777	16	beat04	612	1836	612	1836	685
158942	17	interval04	612	1513	612	2159	685
168107	18	interval05	663	1887	663	2091	743
177738	19	interval05	663	1887	663	2091	530
187156	20	beat02	510	1530	510	1530	520
195340	-	baseline	-	-	-	-	-
201340	21	beat02	510	1530	510	1530	500
209504	22	interval01	459	1445	459	1309	551
217311	23	interval03	561	1717	561	1649	673
226056	24	interval04	612	1513	612	2159	624
235160	25	beat04	612	1836	612	1836	624
244264	26	beat05	663	1989	663	1989	583
253735	-	baseline	-	-	-	-	-
259735	27	beat01	459	1377	459	1377	514
267505	28	interval04	612	1513	612	2159	734
276719	29	beat01	459	1377	459	1377	367
284342	30	interval01	459	1445	459	1309	514
