onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat01	459	1377	459	1377	468
10732	2	beat05	663	1989	663	1989	676
20296	3	beat04	612	1836	612	1836	600
29376	4	beat05	663	1989	663	1989	650
38914	5	interval03	561	1717	561	1649	494
47480	6	interval05	663	1887	663	2091	650
57018	7	beat02	510	1530	510	1530	612
65294	8	interval05	663	1887	663	2091	796
74978	9	interval03	561	1717	561	1649	628
83678	10	interval05	663	1887	663	2091	676
93242	11	interval02	510	1853	510	1207	571
101477	12	interval04	612	1513	612	2159	600
110557	-	baseline	-	-	-	-	-
116557	13	interval02	510	1853	510	1207	612
124833	14	interval01	459	1445	459	1309	468
132557	15	beat01	459	1377	459	1377	450
140263	16	beat03	561	1683	561	1683	494
148829	17	beat01	459	1377	459	1377	404
156489	18	interval04	612	1513	612	2159	539
165508	-	baseline	-	-	-	-	-
171508	19	interval02	510	1853	510	1207	408
179580	20	beat03	561	1683	561	1683	628
188280	21	interval01	459	1445	459	1309	404
195940	-	baseline	-	-	-	-	-
201940	22	beat02	510	1530	510	1530	408
210012	23	interval01	459	1445	459	1309	450
217718	-	baseline	-	-	-	-	-
223718	24	beat05	663	1989	663	1989	796
233402	25	beat04	612	1836	612	1836	490
242372	26	interval03	561	1717	561	1649	572
251016	27	interval04	612	1513	612	2159	490
259986	-	baseline	-	-	-	-	-
265986	28	beat02	510	1530	510	1530	571
274221	29	beat04	612	1836	612	1836	539
283240	30	beat03	561	1683	561	1683	572
