onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
12000	1	beat01	459	1377	459	1377	459	beep_880hz
20211	2	random08	595	816	2516	561	561	beep_880hz
29340	3	interval05	663	1428	663	2550	663	beep_880hz
39387	-	baseline	-	-	-	-	-	-
45387	4	random01	765	1600	459	848	459	beep_220hz
53598	5	random14	1024	1600	1184	1088	612	beep_880hz
63186	6	interval04	612	1683	612	1989	612	beep_220hz
72774	7	random13	731	2125	736	896	561	beep_220hz
81903	-	baseline	-	-	-	-	-	-
87903	8	interval05	663	1428	663	2550	663	beep_220hz
97950	9	interval01	459	1819	459	935	459	beep_880hz
106161	-	baseline	-	-	-	-	-	-
112161	10	beat03	561	1683	561	1683	561	beep_220hz
121290	11	beat05	663	1989	663	1989	663	beep_880hz
131337	12	beat04	612	1836	612	1836	612	beep_880hz
140925	13	interval01	459	1819	459	935	459	beep_220hz
149136	14	random19	1296	1248	704	1648	612	beep_220hz
158724	-	baseline	-	-	-	-	-	-
164724	15	beat03	561	1683	561	1683	561	beep_880hz
173853	16	interval03	561	1564	561	1802	561	beep_880hz
182982	17	interval04	612	1683	612	1989	612	beep_880hz
192570	18	random07	1616	992	736	736	510	beep_220hz
201240	19	beat05	663	1989	663	1989	663	beep_220hz
211287	20	beat04	612	1836	612	1836	612	beep_220hz
220875	21	beat02	510	1530	510	1530	510	beep_220hz
229545	22	interval02	510	1921	510	1139	510	beep_880hz
238215	23	interval02	510	1921	510	1139	510	beep_220hz
246885	24	beat01	459	1377	459	1377	459	beep_220hz
255096	-	baseline	-	-	-	-	-	-
261096	25	beat02	510	1530	510	1530	510	beep_880hz
269766	26	random16	1411	1156	595	510	459	beep_880hz
277977	27	interval03	561	1564	561	1802	561	beep_220hz
287106	28	random20	1632	1071	850	1751	663	beep_880hz
297153	29	random02	1598	561	1360	561	510	beep_880hz
305823	30	random05	969	816	714	2805	663	beep_220hz
