onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	beat04	612	1836	612	1836
11488	2	beat01	459	1377	459	1377
18744	3	interval04	612	1377	612	2295
27224	-	baseline	-	-	-	-
33224	4	interval05	663	1853	663	2125
42112	5	beat02	510	1530	510	1530
49776	6	interval02	510	1819	510	1241
57440	7	beat01	459	1377	459	1377
64696	8	interval03	561	1853	561	1513
72768	9	beat05	663	1989	663	1989
81656	10	interval04	612	1377	612	2295
90136	11	beat03	561	1683	561	1683
98208	12	beat05	663	1989	663	1989
107096	13	interval02	510	1819	510	1241
114760	14	beat03	561	1683	561	1683
122832	-	baseline	-	-	-	-
128832	15	beat05	663	1989	663	1989
137720	16	beat02	510	1530	510	1530
145384	17	interval02	510	1819	510	1241
153048	18	beat01	459	1377	459	1377
160304	19	interval05	663	1853	663	2125
169192	-	baseline	-	-	-	-
175192	20	interval03	561	1853	561	1513
183264	21	interval01	459	1513	459	1241
190520	22	interval04	612	1377	612	2295
199000	23	beat02	510	1530	510	1530
206664	-	baseline	-	-	-	-
212664	24	interval01	459	1513	459	1241
219920	25	beat03	561	1683	561	1683
227992	-	baseline	-	-	-	-
233992	26	beat04	612	1836	612	1836
242472	27	interval03	561	1853	561	1513
250544	28	interval01	459	1513	459	1241
257800	29	interval05	663	1853	663	2125
266688	30	beat04	612	1836	612	1836
