onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	beat01	459	1377	459	1377
10264	2	interval04	612	1377	612	2295
18744	3	interval02	510	1819	510	1241
26408	4	beat01	459	1377	459	1377
33664	5	interval05	663	1853	663	2125
42552	-	baseline	-	-	-	-
48552	6	interval03	561	1853	561	1513
56624	7	beat05	663	1989	663	1989
65512	8	interval04	612	1377	612	2295
73992	9	beat02	510	1530	510	1530
81656	10	beat04	612	1836	612	1836
90136	11	interval05	663	1853	663	2125
99024	12	interval01	459	1513	459	1241
106280	13	interval04	612	1377	612	2295
114760	-	baseline	-	-	-	-
120760	14	interval01	459	1513	459	1241
128016	15	beat05	663	1989	663	1989
136904	16	beat03	561	1683	561	1683
144976	-	baseline	-	-	-	-
150976	17	interval05	663	1853	663	2125
159864	18	beat02	510	1530	510	1530
167528	19	interval03	561	1853	561	1513
175600	20	beat05	663	1989	663	1989
184488	21	beat04	612	1836	612	1836
192968	22	interval02	510	1819	510	1241
200632	23	interval01	459	1513	459	1241
207888	-	baseline	-	-	-	-
213888	24	beat01	459	1377	459	1377
221144	25	interval03	561	1853	561	1513
229216	26	beat03	561	1683	561	1683
237288	27	beat04	612	1836	612	1836
245768	-	baseline	-	-	-	-
251768	28	beat03	561	1683	561	1683
259840	29	beat02	510	1530	510	1530
267504	30	interval02	510	1819	510	1241
