onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
6000	1	beat02	510	1530	510	1530
14160	2	interval05	663	1853	663	2125
23544	-	baseline	-	-	-	-
29544	3	interval04	612	1377	612	2295
38520	4	beat03	561	1683	561	1683
47088	5	interval05	663	1853	663	2125
56472	6	interval03	561	1853	561	1513
65040	7	beat04	612	1836	612	1836
74016	8	beat03	561	1683	561	1683
82584	9	interval01	459	1513	459	1241
90336	-	baseline	-	-	-	-
96336	10	beat02	510	1530	510	1530
104496	11	beat04	612	1836	612	1836
113472	12	interval04	612	1377	612	2295
122448	13	beat03	561	1683	561	1683
131016	14	interval02	510	1819	510	1241
139176	-	baseline	-	-	-	-
145176	15	interval03	561	1853	561	1513
153744	16	beat01	459	1377	459	1377
161496	17	interval02	510	1819	510	1241
169656	18	interval05	663	1853	663	2125
179040	-	baseline	-	-	-	-
185040	19	beat01	459	1377	459	1377
192792	20	beat05	663	1989	663	1989
202176	21	interval04	612	1377	612	2295
211152	22	interval03	561	1853	561	1513
219720	23	beat05	663	1989	663	1989
229104	24	beat01	459	1377	459	1377
236856	25	interval02	510	1819	510	1241
245016	26	beat02	510	1530	510	1530
253176	27	beat05	663	1989	663	1989
262560	28	interval01	459	1513	459	1241
270312	-	baseline	-	-	-	-
276312	29	beat04	612	1836	612	1836
285288	30	interval01	459	1513	459	1241
