onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval01	459	1445	459	1309	551
10815	2	beat03	561	1683	561	1683	494
19381	3	beat05	663	1989	663	1989	650
28919	4	interval03	561	1717	561	1649	449
37440	5	beat02	510	1530	510	1530	520
45624	6	beat05	663	1989	663	1989	530
55042	-	baseline	-	-	-	-	-
61042	7	beat05	663	1989	663	1989	583
70513	8	interval01	459	1445	459	1309	514
78283	9	beat04	612	1836	612	1836	734
87497	10	beat01	459	1377	459	1377	551
95304	-	baseline	-	-	-	-	-
101304	11	interval04	612	1513	612	2159	539
110323	12	beat01	459	1377	459	1377	367
117946	13	beat02	510	1530	510	1530	571
126181	-	baseline	-	-	-	-	-
132181	14	beat01	459	1377	459	1377	514
139951	15	interval01	459	1445	459	1309	367
147574	16	interval04	612	1513	612	2159	624
156678	17	beat04	612	1836	612	1836	539
165697	18	beat02	510	1530	510	1530	500
173861	19	interval05	663	1887	663	2091	530
183279	20	beat04	612	1836	612	1836	624
192383	-	baseline	-	-	-	-	-
198383	21	beat03	561	1683	561	1683	572
207027	22	interval03	561	1717	561	1649	494
215593	-	baseline	-	-	-	-	-
221593	23	interval02	510	1853	510	1207	500
229757	24	interval05	663	1887	663	2091	650
239295	25	interval03	561	1717	561	1649	572
247939	26	interval02	510	1853	510	1207	571
256174	27	interval02	510	1853	510	1207	520
264358	28	interval04	612	1513	612	2159	734
273572	29	interval05	663	1887	663	2091	583
283043	30	beat03	561	1683	561	1683	449
