onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat05	663	1989	663	1989	743
12639	-	baseline	-	-	-	-	-
18639	2	interval02	510	1853	510	1207	449
26752	3	interval02	510	1853	510	1207	612
35028	4	interval05	663	1887	663	2091	743
44659	5	beat04	612	1836	612	1836	490
53629	6	interval05	663	1887	663	2091	676
63193	7	interval03	561	1717	561	1649	673
71938	8	beat04	612	1836	612	1836	600
81018	9	beat01	459	1377	459	1377	468
88742	-	baseline	-	-	-	-	-
94742	10	beat01	459	1377	459	1377	450
102448	11	beat01	459	1377	459	1377	404
110108	12	beat02	510	1530	510	1530	408
118180	13	interval02	510	1853	510	1207	408
126252	14	interval05	663	1887	663	2091	796
135936	15	interval01	459	1445	459	1309	404
143596	16	beat02	510	1530	510	1530	612
151872	17	beat02	510	1530	510	1530	449
159985	18	beat04	612	1836	612	1836	685
169150	-	baseline	-	-	-	-	-
175150	19	interval04	612	1513	612	2159	490
184120	20	interval04	612	1513	612	2159	685
193285	21	beat03	561	1683	561	1683	628
201985	-	baseline	-	-	-	-	-
207985	22	beat05	663	1989	663	1989	796
217669	23	interval03	561	1717	561	1649	550
226291	24	interval01	459	1445	459	1309	468
234015	25	beat03	561	1683	561	1683	673
242760	-	baseline	-	-	-	-	-
248760	26	beat03	561	1683	561	1683	550
257382	27	interval03	561	1717	561	1649	628
266082	28	interval01	459	1445	459	1309	450
273788	29	interval04	612	1513	612	2159	600
282868	30	beat05	663	1989	663	1989	676
