onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat05	663	1989	663	1989	583
12479	2	interval04	612	1513	612	2159	624
21583	3	interval02	510	1853	510	1207	520
29767	4	beat03	561	1683	561	1683	494
38333	-	baseline	-	-	-	-	-
44333	5	beat05	663	1989	663	1989	650
53871	6	interval03	561	1717	561	1649	628
62571	7	beat03	561	1683	561	1683	572
71215	8	beat02	510	1530	510	1530	520
79399	9	interval01	459	1445	459	1309	450
87105	-	baseline	-	-	-	-	-
93105	10	interval03	561	1717	561	1649	494
101671	11	interval04	612	1513	612	2159	734
110885	12	interval05	663	1887	663	2091	650
120423	-	baseline	-	-	-	-	-
126423	13	interval02	510	1853	510	1207	408
134495	14	beat02	510	1530	510	1530	408
142567	15	interval05	663	1887	663	2091	583
152038	16	beat04	612	1836	612	1836	685
161203	-	baseline	-	-	-	-	-
167203	17	beat04	612	1836	612	1836	624
176307	18	interval02	510	1853	510	1207	449
184420	19	beat01	459	1377	459	1377	450
192126	20	interval04	612	1513	612	2159	685
201291	21	interval05	663	1887	663	2091	743
210922	22	beat03	561	1683	561	1683	628
219622	23	beat04	612	1836	612	1836	734
228836	24	beat01	459	1377	459	1377	367
236459	25	beat01	459	1377	459	1377	551
244266	26	interval01	459	1445	459	1309	367
251889	27	beat05	663	1989	663	1989	743
261520	28	interval03	561	1717	561	1649	572
270164	-	baseline	-	-	-	-	-
276164	29	beat02	510	1530	510	1530	449
284277	30	interval01	459	1445	459	1309	551
