onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval02	510	1853	510	1207	500
11172	-	baseline	-	-	-	-	-
17172	2	interval05	663	1887	663	2091	796
26856	3	interval03	561	1717	561	1649	550
35478	4	beat01	459	1377	459	1377	404
43138	5	beat04	612	1836	612	1836	490
52108	6	beat05	663	1989	663	1989	676
61672	7	interval02	510	1853	510	1207	571
69907	8	interval03	561	1717	561	1649	673
78652	9	interval02	510	1853	510	1207	612
86928	10	beat01	459	1377	459	1377	468
94652	11	beat03	561	1683	561	1683	673
103397	12	interval04	612	1513	612	2159	600
112477	-	baseline	-	-	-	-	-
118477	13	beat05	663	1989	663	1989	530
127895	14	interval04	612	1513	612	2159	539
136914	15	interval04	612	1513	612	2159	490
145884	16	beat02	510	1530	510	1530	500
154048	-	baseline	-	-	-	-	-
160048	17	interval01	459	1445	459	1309	514
167818	18	interval01	459	1445	459	1309	468
175542	19	beat01	459	1377	459	1377	514
183312	20	beat04	612	1836	612	1836	600
192392	21	interval01	459	1445	459	1309	404
200052	-	baseline	-	-	-	-	-
206052	22	beat02	510	1530	510	1530	612
214328	23	interval05	663	1887	663	2091	530
223746	24	beat04	612	1836	612	1836	539
232765	25	beat03	561	1683	561	1683	449
241286	26	beat03	561	1683	561	1683	550
249908	27	interval05	663	1887	663	2091	676
259472	-	baseline	-	-	-	-	-
265472	28	beat02	510	1530	510	1530	571
273707	29	beat05	663	1989	663	1989	796
283391	30	interval03	561	1717	561	1649	449
