onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	interval03	561	1853	561	1513
11080	-	baseline	-	-	-	-
17080	2	beat05	663	1989	663	1989
25968	3	beat04	612	1836	612	1836
34448	4	interval03	561	1853	561	1513
42520	5	interval01	459	1513	459	1241
49776	6	interval04	612	1377	612	2295
58256	7	interval05	663	1853	663	2125
67144	8	interval02	510	1819	510	1241
74808	9	beat02	510	1530	510	1530
82472	10	beat03	561	1683	561	1683
90544	11	interval01	459	1513	459	1241
97800	12	beat04	612	1836	612	1836
106280	13	interval05	663	1853	663	2125
115168	-	baseline	-	-	-	-
121168	14	beat02	510	1530	510	1530
128832	15	beat01	459	1377	459	1377
136088	16	beat04	612	1836	612	1836
144568	17	beat02	510	1530	510	1530
152232	18	beat01	459	1377	459	1377
159488	-	baseline	-	-	-	-
165488	19	beat03	561	1683	561	1683
173560	20	beat05	663	1989	663	1989
182448	21	interval01	459	1513	459	1241
189704	22	interval04	612	1377	612	2295
198184	-	baseline	-	-	-	-
204184	23	interval02	510	1819	510	1241
211848	24	beat01	459	1377	459	1377
219104	-	baseline	-	-	-	-
225104	25	interval05	663	1853	663	2125
233992	26	interval02	510	1819	510	1241
241656	27	beat05	663	1989	663	1989
250544	28	beat03	561	1683	561	1683
258616	29	interval04	612	1377	612	2295
267096	30	interval03	561	1853	561	1513
