onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	beat05	663	1989	663	1989
11896	-	baseline	-	-	-	-
17896	2	interval01	459	1513	459	1241
25152	3	interval02	510	1819	510	1241
32816	4	interval05	663	1853	663	2125
41704	-	baseline	-	-	-	-
47704	5	interval03	561	1853	561	1513
55776	6	beat02	510	1530	510	1530
63440	-	baseline	-	-	-	-
69440	7	interval05	663	1853	663	2125
78328	8	interval01	459	1513	459	1241
85584	9	interval04	612	1377	612	2295
94064	10	beat03	561	1683	561	1683
102136	-	baseline	-	-	-	-
108136	11	interval02	510	1819	510	1241
115800	12	beat05	663	1989	663	1989
124688	13	beat01	459	1377	459	1377
131944	-	baseline	-	-	-	-
137944	14	interval05	663	1853	663	2125
146832	15	interval03	561	1853	561	1513
154904	16	interval01	459	1513	459	1241
162160	17	beat01	459	1377	459	1377
169416	18	beat04	612	1836	612	1836
177896	19	beat03	561	1683	561	1683
185968	20	beat05	663	1989	663	1989
194856	21	interval03	561	1853	561	1513
202928	22	beat04	612	1836	612	1836
211408	23	interval04	612	1377	612	2295
219888	24	beat01	459	1377	459	1377
227144	25	interval02	510	1819	510	1241
234808	26	beat03	561	1683	561	1683
242880	27	beat02	510	1530	510	1530
250544	28	interval04	612	1377	612	2295
259024	29	beat04	612	1836	612	1836
267504	30	beat02	510	1530	510	1530
