onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat03	561	1683	561	1683	550
11630	2	interval01	459	1445	459	1309	514
19400	3	interval04	612	1513	612	2159	734
28614	4	interval05	663	1887	663	2091	583
38085	5	interval02	510	1853	510	1207	500
46249	6	beat02	510	1530	510	1530	520
54433	7	beat02	510	1530	510	1530	500
62597	8	beat03	561	1683	561	1683	449
71118	9	interval05	663	1887	663	2091	796
80802	10	beat05	663	1989	663	1989	583
90273	11	interval03	561	1717	561	1649	550
98895	12	beat04	612	1836	612	1836	539
107914	-	baseline	-	-	-	-	-
113914	13	interval03	561	1717	561	1649	449
122435	14	interval01	459	1445	459	1309	367
130058	15	interval01	459	1445	459	1309	468
137782	-	baseline	-	-	-	-	-
143782	16	beat03	561	1683	561	1683	673
152527	17	beat01	459	1377	459	1377	468
160251	18	interval02	510	1853	510	1207	520
168435	-	baseline	-	-	-	-	-
174435	19	interval04	612	1513	612	2159	600
183515	20	interval03	561	1717	561	1649	673
192260	21	interval04	612	1513	612	2159	539
201279	-	baseline	-	-	-	-	-
207279	22	beat04	612	1836	612	1836	600
216359	23	interval02	510	1853	510	1207	408
224431	-	baseline	-	-	-	-	-
230431	24	beat02	510	1530	510	1530	408
238503	25	beat01	459	1377	459	1377	367
246126	26	beat01	459	1377	459	1377	514
253896	27	beat04	612	1836	612	1836	734
263110	28	interval05	663	1887	663	2091	743
272741	29	beat05	663	1989	663	1989	743
282372	30	beat05	663	1989	663	1989	796
