onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
6000	1	beat01	459	1377	459	1377	404
14156	2	interval03	561	1717	561	1649	572
23296	-	baseline	-	-	-	-	-
29296	3	interval01	459	1445	459	1309	450
37498	4	interval05	663	1887	663	2091	796
47678	5	beat03	561	1683	561	1683	572
56818	6	beat05	663	1989	663	1989	743
66945	7	interval02	510	1853	510	1207	449
75554	-	baseline	-	-	-	-	-
81554	8	interval05	663	1887	663	2091	530
91468	9	interval04	612	1513	612	2159	490
100934	10	interval02	510	1853	510	1207	571
109665	11	beat05	663	1989	663	1989	796
119845	12	beat03	561	1683	561	1683	550
128963	13	beat02	510	1530	510	1530	520
137643	14	beat01	459	1377	459	1377	450
145845	15	interval05	663	1887	663	2091	743
155972	16	interval01	459	1445	459	1309	404
164128	17	interval03	561	1717	561	1649	673
173369	18	beat01	459	1377	459	1377	468
181589	19	beat02	510	1530	510	1530	449
190198	20	interval04	612	1513	612	2159	734
199908	21	interval03	561	1717	561	1649	550
209026	22	interval04	612	1513	612	2159	685
218687	23	beat02	510	1530	510	1530	571
227418	-	baseline	-	-	-	-	-
233418	24	interval01	459	1445	459	1309	468
241638	25	beat04	612	1836	612	1836	734
251348	-	baseline	-	-	-	-	-
257348	26	interval02	510	1853	510	1207	520
266028	27	beat04	612	1836	612	1836	490
275494	28	beat03	561	1683	561	1683	673
284735	-	baseline	-	-	-	-	-
290735	29	beat04	612	1836	612	1836	685
300396	30	beat05	663	1989	663	1989	530
