onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval03	561	1717	561	1649	449
11529	2	beat02	510	1530	510	1530	612
19805	-	baseline	-	-	-	-	-
25805	3	interval05	663	1887	663	2091	676
35369	4	beat05	663	1989	663	1989	676
44933	5	beat03	561	1683	561	1683	494
53499	6	interval04	612	1513	612	2159	539
62518	7	interval02	510	1853	510	1207	612
70794	8	beat01	459	1377	459	1377	514
78564	-	baseline	-	-	-	-	-
84564	9	beat01	459	1377	459	1377	404
92224	10	interval01	459	1445	459	1309	514
99994	11	interval04	612	1513	612	2159	685
109159	-	baseline	-	-	-	-	-
115159	12	interval01	459	1445	459	1309	404
122819	13	interval01	459	1445	459	1309	551
130626	14	interval05	663	1887	663	2091	530
140044	15	beat03	561	1683	561	1683	449
148565	16	beat04	612	1836	612	1836	685
157730	17	beat01	459	1377	459	1377	551
165537	-	baseline	-	-	-	-	-
171537	18	beat02	510	1530	510	1530	571
179772	19	interval02	510	1853	510	1207	571
188007	20	beat02	510	1530	510	1530	520
196191	21	beat04	612	1836	612	1836	539
205210	22	beat04	612	1836	612	1836	600
214290	23	interval05	663	1887	663	2091	650
223828	24	interval04	612	1513	612	2159	600
232908	25	interval03	561	1717	561	1649	494
241474	26	interval03	561	1717	561	1649	550
250096	27	beat05	663	1989	663	1989	650
259634	28	beat03	561	1683	561	1683	550
268256	-	baseline	-	-	-	-	-
274256	29	interval02	510	1853	510	1207	520
282440	30	beat05	663	1989	663	1989	530
