onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval04	612	1513	612	2159	624
12112	2	interval01	459	1445	459	1309	551
19919	3	beat02	510	1530	510	1530	408
27991	4	beat03	561	1683	561	1683	628
36691	5	interval03	561	1717	561	1649	628
45391	-	baseline	-	-	-	-	-
51391	6	beat01	459	1377	459	1377	450
59097	7	interval01	459	1445	459	1309	450
66803	8	beat05	663	1989	663	1989	796
76487	9	beat03	561	1683	561	1683	449
85008	10	beat03	561	1683	561	1683	550
93630	11	interval01	459	1445	459	1309	468
101354	12	beat04	612	1836	612	1836	539
110373	-	baseline	-	-	-	-	-
116373	13	interval02	510	1853	510	1207	449
124486	14	interval05	663	1887	663	2091	583
133957	15	interval04	612	1513	612	2159	490
142927	16	interval04	612	1513	612	2159	539
151946	-	baseline	-	-	-	-	-
157946	17	interval02	510	1853	510	1207	408
166018	18	interval03	561	1717	561	1649	449
174539	19	beat02	510	1530	510	1530	449
182652	20	beat04	612	1836	612	1836	624
191756	21	beat04	612	1836	612	1836	490
200726	22	interval02	510	1853	510	1207	500
208890	-	baseline	-	-	-	-	-
214890	23	interval05	663	1887	663	2091	743
224521	24	interval03	561	1717	561	1649	550
233143	25	beat05	663	1989	663	1989	743
242774	-	baseline	-	-	-	-	-
248774	26	beat05	663	1989	663	1989	583
258245	27	beat01	459	1377	459	1377	551
266052	28	beat02	510	1530	510	1530	500
274216	29	beat01	459	1377	459	1377	468
281940	30	interval05	663	1887	663	2091	796
