onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval01	459	1445	459	1309	367
10631	2	interval03	561	1717	561	1649	494
19197	3	beat05	663	1989	663	1989	530
28615	4	beat04	612	1836	612	1836	600
37695	5	interval02	510	1853	510	1207	571
45930	6	beat04	612	1836	612	1836	685
55095	-	baseline	-	-	-	-	-
61095	7	interval01	459	1445	459	1309	404
68755	8	beat02	510	1530	510	1530	571
76990	9	interval03	561	1717	561	1649	572
85634	10	interval05	663	1887	663	2091	530
95052	11	beat05	663	1989	663	1989	676
104616	12	beat05	663	1989	663	1989	650
114154	-	baseline	-	-	-	-	-
120154	13	beat03	561	1683	561	1683	673
128899	14	beat03	561	1683	561	1683	572
137543	15	beat03	561	1683	561	1683	494
146109	16	beat04	612	1836	612	1836	734
155323	17	beat02	510	1530	510	1530	520
163507	18	interval03	561	1717	561	1649	673
172252	19	interval02	510	1853	510	1207	520
180436	20	interval05	663	1887	663	2091	650
189974	21	beat01	459	1377	459	1377	404
197634	-	baseline	-	-	-	-	-
203634	22	interval04	612	1513	612	2159	734
212848	23	beat01	459	1377	459	1377	367
220471	-	baseline	-	-	-	-	-
226471	24	interval01	459	1445	459	1309	514
234241	25	beat02	510	1530	510	1530	612
242517	26	interval02	510	1853	510	1207	612
250793	27	interval04	612	1513	612	2159	685
259958	28	interval05	663	1887	663	2091	676
269522	-	baseline	-	-	-	-	-
275522	29	interval04	612	1513	612	2159	600
284602	30	beat01	459	1377	459	1377	514
