onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval04	612	1513	612	2159	600
12088	2	interval04	612	1513	612	2159	685
21253	3	interval05	663	1887	663	2091	530
30671	4	beat03	561	1683	561	1683	673
39416	5	interval02	510	1853	510	1207	520
47600	6	interval04	612	1513	612	2159	734
56814	-	baseline	-	-	-	-	-
62814	7	beat02	510	1530	510	1530	520
70998	8	beat03	561	1683	561	1683	494
79564	-	baseline	-	-	-	-	-
85564	9	interval03	561	1717	561	1649	673
94309	10	beat05	663	1989	663	1989	530
103727	11	beat02	510	1530	510	1530	612
112003	-	baseline	-	-	-	-	-
118003	12	interval05	663	1887	663	2091	676
127567	13	interval03	561	1717	561	1649	494
136133	14	beat02	510	1530	510	1530	571
144368	15	beat01	459	1377	459	1377	404
152028	16	interval03	561	1717	561	1649	572
160672	17	interval01	459	1445	459	1309	404
168332	18	interval02	510	1853	510	1207	571
176567	-	baseline	-	-	-	-	-
182567	19	beat04	612	1836	612	1836	600
191647	20	beat05	663	1989	663	1989	676
201211	21	interval01	459	1445	459	1309	367
208834	22	beat01	459	1377	459	1377	514
216604	23	beat03	561	1683	561	1683	572
225248	24	beat05	663	1989	663	1989	650
234786	25	beat01	459	1377	459	1377	367
242409	26	beat04	612	1836	612	1836	734
251623	27	beat04	612	1836	612	1836	685
260788	-	baseline	-	-	-	-	-
266788	28	interval05	663	1887	663	2091	650
276326	29	interval02	510	1853	510	1207	612
284602	30	interval01	459	1445	459	1309	514
