onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval02	510	1853	510	1207	520
11192	2	beat03	561	1683	561	1683	494
19758	3	beat05	663	1989	663	1989	583
29229	-	baseline	-	-	-	-	-
35229	4	interval03	561	1717	561	1649	550
43851	5	beat01	459	1377	459	1377	367
51474	6	interval03	561	1717	561	1649	673
60219	7	interval04	612	1513	612	2159	490
69189	8	interval05	663	1887	663	2091	676
78753	-	baseline	-	-	-	-	-
84753	9	interval04	612	1513	612	2159	734
93967	10	beat04	612	1836	612	1836	734
103181	11	beat05	663	1989	663	1989	743
112812	12	interval05	663	1887	663	2091	743
122443	13	beat04	612	1836	612	1836	600
131523	14	interval05	663	1887	663	2091	583
140994	-	baseline	-	-	-	-	-
146994	15	interval02	510	1853	510	1207	571
155229	16	beat01	459	1377	459	1377	450
162935	17	interval01	459	1445	459	1309	450
170641	-	baseline	-	-	-	-	-
176641	18	beat02	510	1530	510	1530	571
184876	19	interval01	459	1445	459	1309	367
192499	20	beat02	510	1530	510	1530	520
200683	21	beat02	510	1530	510	1530	449
208796	22	interval01	459	1445	459	1309	514
216566	23	interval02	510	1853	510	1207	449
224679	-	baseline	-	-	-	-	-
230679	24	beat04	612	1836	612	1836	490
239649	25	beat03	561	1683	561	1683	550
248271	26	beat03	561	1683	561	1683	673
257016	27	interval03	561	1717	561	1649	494
265582	28	interval04	612	1513	612	2159	600
274662	29	beat01	459	1377	459	1377	514
282432	30	beat05	663	1989	663	1989	676
