onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat03	561	1683	561	1683	494
11574	2	interval03	561	1717	561	1649	494
20140	3	beat05	663	1989	663	1989	676
29704	-	baseline	-	-	-	-	-
35704	4	interval05	663	1887	663	2091	743
45335	5	interval04	612	1513	612	2159	600
54415	6	interval01	459	1445	459	1309	367
62038	7	interval02	510	1853	510	1207	520
70222	-	baseline	-	-	-	-	-
76222	8	beat04	612	1836	612	1836	734
85436	9	interval05	663	1887	663	2091	676
95000	-	baseline	-	-	-	-	-
101000	10	interval05	663	1887	663	2091	583
110471	11	beat04	612	1836	612	1836	600
119551	12	beat02	510	1530	510	1530	449
127664	13	beat01	459	1377	459	1377	367
135287	14	interval01	459	1445	459	1309	450
142993	15	interval04	612	1513	612	2159	734
152207	16	interval03	561	1717	561	1649	550
160829	17	beat04	612	1836	612	1836	490
169799	-	baseline	-	-	-	-	-
175799	18	beat01	459	1377	459	1377	450
183505	19	beat05	663	1989	663	1989	743
193136	20	interval02	510	1853	510	1207	571
201371	21	beat02	510	1530	510	1530	571
209606	22	interval02	510	1853	510	1207	449
217719	23	interval03	561	1717	561	1649	673
226464	24	beat02	510	1530	510	1530	520
234648	25	beat01	459	1377	459	1377	514
242418	-	baseline	-	-	-	-	-
248418	26	beat05	663	1989	663	1989	583
257889	27	beat03	561	1683	561	1683	673
266634	28	beat03	561	1683	561	1683	550
275256	29	interval01	459	1445	459	1309	514
283026	30	interval04	612	1513	612	2159	490
