onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval02	510	1853	510	1207	449
11121	2	interval05	663	1887	663	2091	676
20685	-	baseline	-	-	-	-	-
26685	3	beat04	612	1836	612	1836	600
35765	4	interval05	663	1887	663	2091	583
45236	5	beat01	459	1377	459	1377	514
53006	6	beat04	612	1836	612	1836	490
61976	7	beat02	510	1530	510	1530	571
70211	-	baseline	-	-	-	-	-
76211	8	beat05	663	1989	663	1989	676
85775	9	interval05	663	1887	663	2091	743
95406	10	interval04	612	1513	612	2159	490
104376	11	interval02	510	1853	510	1207	571
112611	12	beat02	510	1530	510	1530	520
120795	-	baseline	-	-	-	-	-
126795	13	interval01	459	1445	459	1309	367
134418	14	beat05	663	1989	663	1989	583
143889	15	interval03	561	1717	561	1649	550
152511	16	beat01	459	1377	459	1377	367
160134	17	beat03	561	1683	561	1683	494
168700	18	beat04	612	1836	612	1836	734
177914	-	baseline	-	-	-	-	-
183914	19	interval03	561	1717	561	1649	494
192480	20	interval01	459	1445	459	1309	450
200186	21	beat03	561	1683	561	1683	673
208931	22	beat01	459	1377	459	1377	450
216637	23	interval02	510	1853	510	1207	520
224821	-	baseline	-	-	-	-	-
230821	24	beat02	510	1530	510	1530	449
238934	25	interval01	459	1445	459	1309	514
246704	26	interval03	561	1717	561	1649	673
255449	27	interval04	612	1513	612	2159	734
264663	28	interval04	612	1513	612	2159	600
273743	29	beat05	663	1989	663	1989	743
283374	30	beat03	561	1683	561	1683	550
