onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval05	663	1887	663	2091	650
12546	2	interval04	612	1513	612	2159	685
21711	3	interval02	510	1853	510	1207	408
29783	4	interval04	612	1513	612	2159	624
38887	5	interval01	459	1445	459	1309	468
46611	-	baseline	-	-	-	-	-
52611	6	beat05	663	1989	663	1989	796
62295	7	beat05	663	1989	663	1989	650
71833	8	beat04	612	1836	612	1836	685
80998	9	interval02	510	1853	510	1207	612
89274	10	interval05	663	1887	663	2091	530
98692	-	baseline	-	-	-	-	-
104692	11	beat01	459	1377	459	1377	468
112416	12	beat03	561	1683	561	1683	628
121116	13	beat04	612	1836	612	1836	624
130220	14	interval02	510	1853	510	1207	500
138384	15	beat05	663	1989	663	1989	530
147802	16	interval03	561	1717	561	1649	572
156446	17	beat01	459	1377	459	1377	551
164253	18	interval03	561	1717	561	1649	628
172953	19	interval01	459	1445	459	1309	551
180760	-	baseline	-	-	-	-	-
186760	20	interval01	459	1445	459	1309	404
194420	21	interval05	663	1887	663	2091	796
204104	22	interval04	612	1513	612	2159	539
213123	23	beat02	510	1530	510	1530	408
221195	-	baseline	-	-	-	-	-
227195	24	beat01	459	1377	459	1377	404
234855	25	beat02	510	1530	510	1530	500
243019	26	beat03	561	1683	561	1683	449
251540	-	baseline	-	-	-	-	-
257540	27	beat04	612	1836	612	1836	539
266559	28	interval03	561	1717	561	1649	449
275080	29	beat02	510	1530	510	1530	612
283356	30	beat03	561	1683	561	1683	572
