onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat02	510	1530	510	1530	408
11080	2	interval03	561	1717	561	1649	572
19724	-	baseline	-	-	-	-	-
25724	3	interval03	561	1717	561	1649	449
34245	4	beat04	612	1836	612	1836	624
43349	5	beat01	459	1377	459	1377	404
51009	6	interval03	561	1717	561	1649	628
59709	7	beat03	561	1683	561	1683	449
68230	8	interval05	663	1887	663	2091	796
77914	-	baseline	-	-	-	-	-
83914	9	beat04	612	1836	612	1836	685
93079	10	interval01	459	1445	459	1309	404
100739	11	interval04	612	1513	612	2159	685
109904	-	baseline	-	-	-	-	-
115904	12	beat05	663	1989	663	1989	530
125322	13	interval04	612	1513	612	2159	539
134341	14	interval02	510	1853	510	1207	408
142413	-	baseline	-	-	-	-	-
148413	15	interval05	663	1887	663	2091	530
157831	16	beat01	459	1377	459	1377	468
165555	17	interval04	612	1513	612	2159	624
174659	18	beat01	459	1377	459	1377	551
182466	19	interval01	459	1445	459	1309	551
190273	20	beat03	561	1683	561	1683	628
198973	21	beat04	612	1836	612	1836	539
207992	-	baseline	-	-	-	-	-
213992	22	beat03	561	1683	561	1683	572
222636	23	interval05	663	1887	663	2091	650
232174	24	beat02	510	1530	510	1530	612
240450	25	beat05	663	1989	663	1989	650
249988	26	beat02	510	1530	510	1530	500
258152	27	interval02	510	1853	510	1207	612
266428	28	beat05	663	1989	663	1989	796
276112	29	interval01	459	1445	459	1309	468
283836	30	interval02	510	1853	510	1207	500
