onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval03	561	1717	561	1649	572
11652	2	interval01	459	1445	459	1309	450
19358	3	beat04	612	1836	612	1836	490
28328	4	beat04	612	1836	612	1836	539
37347	5	interval05	663	1887	663	2091	530
46765	6	beat01	459	1377	459	1377	468
54489	7	beat01	459	1377	459	1377	450
62195	8	beat05	663	1989	663	1989	650
71733	-	baseline	-	-	-	-	-
77733	9	interval03	561	1717	561	1649	673
86478	10	beat02	510	1530	510	1530	449
94591	-	baseline	-	-	-	-	-
100591	11	interval02	510	1853	510	1207	449
108704	12	beat05	663	1989	663	1989	530
118122	13	interval02	510	1853	510	1207	612
126398	14	beat02	510	1530	510	1530	408
134470	15	interval01	459	1445	459	1309	468
142194	16	beat01	459	1377	459	1377	514
149964	-	baseline	-	-	-	-	-
155964	17	beat05	663	1989	663	1989	583
165435	18	interval03	561	1717	561	1649	628
174135	19	interval02	510	1853	510	1207	408
182207	20	beat03	561	1683	561	1683	628
190907	21	beat03	561	1683	561	1683	673
199652	-	baseline	-	-	-	-	-
205652	22	interval04	612	1513	612	2159	490
214622	23	interval05	663	1887	663	2091	583
224093	-	baseline	-	-	-	-	-
230093	24	interval05	663	1887	663	2091	650
239631	25	beat04	612	1836	612	1836	685
248796	26	beat02	510	1530	510	1530	612
257072	27	interval01	459	1445	459	1309	514
264842	28	beat03	561	1683	561	1683	572
273486	29	interval04	612	1513	612	2159	539
282505	30	interval04	612	1513	612	2159	685
