onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
6000	1	interval03	561	1717	561	1649	561	circle
15129	2	interval04	612	1887	612	1785	612	triangle
24717	3	beat02	510	1530	510	1530	510	circle
33387	4	beat04	612	1836	612	1836	612	triangle
42975	5	interval01	459	1734	459	1020	459	circle
51186	6	interval01	459	1734	459	1020	459	triangle
59397	-	baseline	-	-	-	-	-	-
65397	7	interval05	663	1700	663	2278	663	circle
75444	8	beat02	510	1530	510	1530	510	triangle
84114	9	beat05	663	1989	663	1989	663	circle
94161	10	interval03	561	1717	561	1649	561	circle
103290	-	baseline	-	-	-	-	-	-
109290	11	interval03	561	1717	561	1649	561	triangle
118419	12	interval02	510	1377	510	1683	510	circle
127089	13	beat01	459	1377	459	1377	459	triangle
135300	-	baseline	-	-	-	-	-	-
141300	14	beat03	561	1683	561	1683	561	circle
150429	15	beat03	561	1683	561	1683	561	triangle
159558	16	interval03	561	1717	561	1649	561	triangle
168687	17	interval04	612	1887	612	1785	612	triangle
178275	18	beat04	612	1836	612	1836	612	triangle
187863	19	beat03	561	1683	561	1683	561	circle
196992	20	beat01	459	1377	459	1377	459	circle
205203	21	interval03	561	1717	561	1649	561	circle
214332	-	baseline	-	-	-	-	-	-
220332	22	interval02	510	1377	510	1683	510	circle
229002	23	beat02	510	1530	510	1530	510	circle
237672	24	interval04	612	1887	612	1785	612	triangle
247260	25	beat04	612	1836	612	1836	612	triangle
256848	26	beat03	561	1683	561	1683	561	circle
265977	27	beat05	663	1989	663	1989	663	triangle
276024	-	baseline	-	-	-	-	-	-
282024	28	interval05	663	1700	663	2278	663	triangle
292071	29	interval02	510	1377	510	1683	510	triangle
300741	30	beat03	561	1683	561	1683	561	triangle
