onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5	target_shape
6000	1	beat02	510	1530	510	1530	510	circle
14670	2	interval04	612	1887	612	1785	612	circle
24258	3	interval05	663	1700	663	2278	663	triangle
34305	4	beat01	459	1377	459	1377	459	triangle
42516	5	interval02	510	1377	510	1683	510	circle
51186	6	beat05	663	1989	663	1989	663	circle
61233	7	beat04	612	1836	612	1836	612	circle
70821	-	baseline	-	-	-	-	-	-
76821	8	interval02	510	1377	510	1683	510	triangle
85491	9	beat04	612	1836	612	1836	612	circle
95079	10	beat05	663	1989	663	1989	663	triangle
105126	-	baseline	-	-	-	-	-	-
111126	11	interval01	459	1734	459	1020	459	circle
119337	12	interval05	663	1700	663	2278	663	triangle
129384	-	baseline	-	-	-	-	-	-
135384	13	beat02	510	1530	510	1530	510	triangle
144054	14	interval03	561	1717	561	1649	561	triangle
153183	15	beat01	459	1377	459	1377	459	circle
161394	16	interval01	459	1734	459	1020	459	triangle
169605	17	beat02	510	1530	510	1530	510	triangle
178275	-	baseline	-	-	-	-	-	-
184275	18	interval04	612	1887	612	1785	612	circle
193863	19	beat01	459	1377	459	1377	459	circle
202074	-	baseline	-	-	-	-	-	-
208074	20	interval05	663	1700	663	2278	663	circle
218121	21	interval04	612	1887	612	1785	612	circle
227709	22	interval02	510	1377	510	1683	510	triangle
236379	23	beat04	612	1836	612	1836	612	circle
245967	24	interval05	663	1700	663	2278	663	circle
256014	25	beat03	561	1683	561	1683	561	triangle
265143	26	beat01	459	1377	459	1377	459	triangle
273354	27	beat05	663	1989	663	1989	663	circle
283401	28	beat05	663	1989	663	1989	663	triangle
293448	29	interval01	459	1734	459	1020	459	circle
301659	30	interval01	459	1734	459	1020	459	triangle
