onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	interval02	510	1819	510	1241
10672	2	beat03	561	1683	561	1683
18744	3	interval05	663	1853	663	2125
27632	4	interval02	510	1819	510	1241
35296	5	beat04	612	1836	612	1836
43776	6	beat05	663	1989	663	1989
52664	7	interval03	561	1853	561	1513
60736	8	interval04	612	1377	612	2295
69216	9	interval02	510	1819	510	1241
76880	10	interval05	663	1853	663	2125
85768	-	baseline	-	-	-	-
91768	11	beat01	459	1377	459	1377
99024	12	beat05	663	1989	663	1989
107912	-	baseline	-	-	-	-
113912	13	interval03	561	1853	561	1513
121984	14	beat01	459	1377	459	1377
129240	15	interval05	663	1853	663	2125
138128	16	interval03	561	1853	561	1513
146200	17	interval01	459	1513	459	1241
153456	18	beat04	612	1836	612	1836
161936	19	interval04	612	1377	612	2295
170416	20	beat02	510	1530	510	1530
178080	21	beat03	561	1683	561	1683
186152	-	baseline	-	-	-	-
192152	22	beat01	459	1377	459	1377
199408	23	interval01	459	1513	459	1241
206664	24	beat02	510	1530	510	1530
214328	25	beat03	561	1683	561	1683
222400	-	baseline	-	-	-	-
228400	26	interval04	612	1377	612	2295
236880	27	beat02	510	1530	510	1530
244544	28	beat05	663	1989	663	1989
253432	-	baseline	-	-	-	-
259432	29	beat04	612	1836	612	1836
267912	30	interval01	459	1513	459	1241
