onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	interval01	459	1513	459	1241
10264	2	interval04	612	1377	612	2295
18744	3	beat04	612	1836	612	1836
27224	4	beat05	663	1989	663	1989
36112	5	beat02	510	1530	510	1530
43776	6	interval02	510	1819	510	1241
51440	7	beat04	612	1836	612	1836
59920	8	beat03	561	1683	561	1683
67992	9	beat01	459	1377	459	1377
75248	10	interval01	459	1513	459	1241
82504	-	baseline	-	-	-	-
88504	11	beat02	510	1530	510	1530
96168	12	interval05	663	1853	663	2125
105056	13	beat03	561	1683	561	1683
113128	-	baseline	-	-	-	-
119128	14	interval05	663	1853	663	2125
128016	15	beat01	459	1377	459	1377
135272	16	interval03	561	1853	561	1513
143344	17	interval02	510	1819	510	1241
151008	-	baseline	-	-	-	-
157008	18	beat04	612	1836	612	1836
165488	19	beat02	510	1530	510	1530
173152	20	interval03	561	1853	561	1513
181224	21	beat01	459	1377	459	1377
188480	22	beat05	663	1989	663	1989
197368	23	interval01	459	1513	459	1241
204624	24	beat03	561	1683	561	1683
212696	-	baseline	-	-	-	-
218696	25	interval04	612	1377	612	2295
227176	26	interval05	663	1853	663	2125
236064	-	baseline	-	-	-	-
242064	27	interval03	561	1853	561	1513
250136	28	interval02	510	1819	510	1241
257800	29	beat05	663	1989	663	1989
266688	30	interval04	612	1377	612	2295
