onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4
3008	1	interval05	663	1853	663	2125
11896	-	baseline	-	-	-	-
17896	2	beat02	510	1530	510	1530
25560	3	beat05	663	1989	663	1989
34448	4	interval05	663	1853	663	2125
43336	5	beat01	459	1377	459	1377
50592	-	baseline	-	-	-	-
56592	6	beat03	561	1683	561	1683
64664	7	interval04	612	1377	612	2295
73144	8	interval03	561	1853	561	1513
81216	9	beat04	612	1836	612	1836
89696	10	beat01	459	1377	459	1377
96952	11	interval03	561	1853	561	1513
105024	12	beat03	561	1683	561	1683
113096	13	interval02	510	1819	510	1241
120760	-	baseline	-	-	-	-
126760	14	interval01	459	1513	459	1241
134016	15	interval04	612	1377	612	2295
142496	16	beat01	459	1377	459	1377
149752	17	beat05	663	1989	663	1989
158640	18	beat04	612	1836	612	1836
167120	19	interval02	510	1819	510	1241
174784	20	beat02	510	1530	510	1530
182448	21	beat03	561	1683	561	1683
190520	22	interval05	663	1853	663	2125
199408	23	interval03	561	1853	561	1513
207480	-	baseline	-	-	-	-
213480	24	interval02	510	1819	510	1241
221144	25	beat02	510	1530	510	1530
228808	26	interval01	459	1513	459	1241
236064	27	beat05	663	1989	663	1989
244952	-	baseline	-	-	-	-
250952	28	interval04	612	1377	612	2295
259432	29	interval01	459	1513	459	1241
266688	30	beat04	612	1836	612	1836
