onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	interval01	459	1445	459	1309	367
10631	2	interval01	459	1445	459	1309	450
18337	-	baseline	-	-	-	-	-
24337	3	beat02	510	1530	510	1530	571
32572	4	interval03	561	1717	561	1649	673
41317	5	interval04	612	1513	612	2159	685
50482	6	interval02	510	1853	510	1207	449
58595	7	beat01	459	1377	459	1377	404
66255	8	interval02	510	1853	510	1207	520
74439	9	beat03	561	1683	561	1683	494
83005	-	baseline	-	-	-	-	-
89005	10	interval05	663	1887	663	2091	530
98423	11	interval05	663	1887	663	2091	743
108054	12	beat03	561	1683	561	1683	449
116575	-	baseline	-	-	-	-	-
122575	13	interval04	612	1513	612	2159	600
131655	14	beat03	561	1683	561	1683	673
140400	-	baseline	-	-	-	-	-
146400	15	interval04	612	1513	612	2159	624
155504	16	beat04	612	1836	612	1836	600
164584	17	beat01	459	1377	459	1377	450
172290	18	interval03	561	1717	561	1649	449
180811	-	baseline	-	-	-	-	-
186811	19	beat04	612	1836	612	1836	624
195915	20	beat05	663	1989	663	1989	796
205599	21	beat02	510	1530	510	1530	520
213783	22	beat04	612	1836	612	1836	685
222948	23	beat05	663	1989	663	1989	530
232366	24	interval05	663	1887	663	2091	796
242050	25	beat02	510	1530	510	1530	449
250163	26	interval01	459	1445	459	1309	404
257823	27	beat05	663	1989	663	1989	743
267454	28	beat01	459	1377	459	1377	367
275077	29	interval03	561	1717	561	1649	494
283643	30	interval02	510	1853	510	1207	571
