onsets	trial_number	trial_id	isi_1	isi_2	isi_3	isi_4	isi_5
3008	1	beat03	561	1683	561	1683	449
11529	2	beat01	459	1377	459	1377	450
19235	3	interval03	561	1717	561	1649	449
27756	4	interval01	459	1445	459	1309	367
35379	5	beat02	510	1530	510	1530	449
43492	-	baseline	-	-	-	-	-
49492	6	beat05	663	1989	663	1989	530
58910	7	interval05	663	1887	663	2091	796
68594	8	interval01	459	1445	459	1309	404
76254	9	beat04	612	1836	612	1836	600
85334	10	beat03	561	1683	561	1683	673
94079	11	beat05	663	1989	663	1989	743
103710	12	beat02	510	1530	510	1530	520
111894	13	interval02	510	1853	510	1207	449
120007	14	interval04	612	1513	612	2159	600
129087	15	interval03	561	1717	561	1649	494
137653	16	beat03	561	1683	561	1683	494
146219	17	beat05	663	1989	663	1989	796
155903	-	baseline	-	-	-	-	-
161903	18	interval02	510	1853	510	1207	571
170138	19	beat02	510	1530	510	1530	571
178373	-	baseline	-	-	-	-	-
184373	20	interval05	663	1887	663	2091	743
194004	21	interval02	510	1853	510	1207	520
202188	22	interval01	459	1445	459	1309	450
209894	-	baseline	-	-	-	-	-
215894	23	beat01	459	1377	459	1377	404
223554	24	interval04	612	1513	612	2159	624
232658	-	baseline	-	-	-	-	-
238658	25	interval03	561	1717	561	1649	673
247403	26	beat01	459	1377	459	1377	367
255026	27	beat04	612	1836	612	1836	685
264191	28	beat04	612	1836	612	1836	624
273295	29	interval04	612	1513	612	2159	685
282460	30	interval05	663	1887	663	2091	530
